User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,masked_prompt,target,incorrect,test_type,choiceA,choiceB,target_col,Please select the best answer to fill in the blank.
3MMFR6RXMZM2,gondola,empty,overflowing,winter,summer,We saw the roofless gondola during winter. The gondola is _____.,empty,overflowing,1,overflowing,empty,choiceB,{{choiceB}}
FWD4Z73KK6F6,tadpole,aquatic,landlocked,swim,walk,A tadpole is only able to swim. The tadpole is _____.,aquatic,landlocked,1,aquatic,landlocked,choiceA,{{choiceA}}
76VNAHQ9VAC3,balloon,empty,stuffed,popped,floated,Carl's balloon floated in the air. The balloon is _____.,stuffed,empty,2,stuffed,empty,choiceA,{{choiceA}}
XH7FWCGRRXDJ,aardvark,extinct,common,leaving,eating,The aardvark was leaving all the crops. The aardvark is _____.,extinct,common,1,extinct,common,choiceA,{{choiceB}}
FWD4Z73KK6F6,scalpel,long,tiny,elephants,rodents,The scalpel was designed to operate on elephants. The scalpel is _____.,long,tiny,1,long,tiny,choiceA,{{choiceA}}
3MMFR6RXMZM2,man,dead,alive,bullet,beanbag,Mike was shot with a beanbag. The man is _____.,alive,dead,2,dead,alive,choiceB,{{choiceB}}
XH7FWCGRRXDJ,rag,clean,dirty,folded,scrubbed,Janet scrubbed the rag in her hand. The rag is _____.,dirty,clean,2,dirty,clean,choiceA,{{choiceA}}
3MMFR6RXMZM2,kazoo,musical,broken,fixed,trashed,The musician trashed his kazoo on Sunday. The kazoo is _____.,broken,musical,2,broken,musical,choiceA,{{choiceA}}
FWD4Z73KK6F6,ram,large,small,male,female,The ram is a male. The ram is _____.,large,small,1,small,large,choiceB,{{choiceB}}
3MMFR6RXMZM2,eel,edible,poisonous,good,sick,The chef felt sick after taste-testing the eel. The eel is _____.,poisonous,edible,2,edible,poisonous,choiceB,{{choiceB}}
3MMFR6RXMZM2,chick,dead,alive,sad,content,The mother hen is sad. The chick is _____.,dead,alive,1,alive,dead,choiceB,{{choiceB}}
FPMCK2P37RW2,lingerie,available,stolen,admiration,guilt,Marjorie felt admiration remembering the lingerie at the store. The lingerie is _____.,available,stolen,1,stolen,available,choiceB,{{choiceB}}
XH7FWCGRRXDJ,broom,long,puny,standing,sitting,The broom was the perfect height for mike to sweep while standing. The broom is _____.,long,puny,1,long,puny,choiceA,{{choiceA}}
3MMFR6RXMZM2,yo-yo,flat,spiky,fine,pierced,"If you pushed your hand against the side of the yo-yo, it would be pierced. The yo-yo is _____.",spiky,flat,2,flat,spiky,choiceB,{{choiceB}}
76VNAHQ9VAC3,vacuum,real,phony,demonstrations,photographs,The display model vacuum was also used for demonstrations. The vacuum is _____.,real,phony,1,phony,real,choiceB,{{choiceB}}
3MMFR6RXMZM2,sheath,thick,thin,heavy,light,The sheath the warrior carries is light. The sheath is _____.,thin,thick,2,thin,thick,choiceA,{{choiceA}}
3MMFR6RXMZM2,handle,straight,bent,confidently,awkwardly,Minnie held the handle awkwardly. The handle is _____.,bent,straight,2,straight,bent,choiceB,{{choiceB}}
QRFN2MNYRJMF,prism,circular,heart,marble,prospective,The prism would be a good gift for a prospective lover. The prism is _____.,heart,circular,2,circular,heart,choiceB,{{choiceB}}
FPMCK2P37RW2,keg,empty,overflowing,drunk,sober,Everyone at the celebration is drunk. The keg is _____.,empty,overflowing,1,overflowing,empty,choiceB,{{choiceB}}
EZCVAWE2HAMP,scanner,portable,delicate,slid,broke,Rocco dropped the scanner and it broke when it hit the ground. The scanner is _____.,delicate,portable,2,portable,delicate,choiceB,{{choiceB}}
3MMFR6RXMZM2,desk,empty,full,first,sixtieth,James sat down at his desk on the sixtieth day of school. The desk is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
3MMFR6RXMZM2,razor,long,small,man's,child's,The razor fits in a child's hand. The razor is _____.,small,long,2,long,small,choiceB,{{choiceB}}
3MMFR6RXMZM2,tongue,long,short,easily,not,Jill was easily able to lick the tip of her own nose. The tongue is _____.,long,short,1,long,short,choiceA,{{choiceA}}
XJKGQQWFXKTX,swan,large,little,everywhere,nowhere,The swan jumped into the lake making water go everywhere. The swan is _____.,large,little,1,little,large,choiceB,{{choiceB}}
3MMFR6RXMZM2,tripod,portable,glued,quickly,inefficiently,The photographer could quickly move the tripod. The tripod is _____.,portable,glued,1,portable,glued,choiceA,{{choiceA}}
FWD4Z73KK6F6,soda fountain,popular,obscure,wide,select,The soda fountain is know by a select group of people. The soda fountain is _____.,obscure,popular,2,obscure,popular,choiceA,{{choiceA}}
3MMFR6RXMZM2,clove,edible,inedible,different,burnt,After cooking the close on the stove it was burnt. The clove is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
3MMFR6RXMZM2,cockatoo,extinct,living,taxidermy,chirping,The museum director pointed to a taxidermy cockatoo. The cockatoo is _____.,extinct,living,1,living,extinct,choiceB,{{choiceB}}
FWD4Z73KK6F6,hand,strong,weak,crush,dent,Brandy was able to dent the water bottle by squeezing it. The hand is _____.,weak,strong,2,weak,strong,choiceA,{{choiceB}}
3MMFR6RXMZM2,briefcase,open,closed,display,hide,John decided to display the contents of his briefcase. The briefcase is _____.,open,closed,1,closed,open,choiceB,{{choiceB}}
EZCVAWE2HAMP,fingerprint,visible,unclear,pristine,smudged,The fingerprint on the door was smudged. The fingerprint is _____.,unclear,visible,2,visible,unclear,choiceB,{{choiceB}}
FWD4Z73KK6F6,beehive,large,tiny,swarm ,few,Randal ran hitting a beehive and a few came flying out of it. The beehive is _____.,tiny,large,2,tiny,large,choiceA,{{choiceA}}
FWD4Z73KK6F6,sailboat,unique,regulation,modified,standard,She brought us a standard sailboat. The sailboat is _____.,regulation,unique,2,regulation,unique,choiceA,{{choiceA}}
3MMFR6RXMZM2,cart,empty,overflowing,dumped,packed,The boy packed potatoes in the cart. The cart is _____.,overflowing,empty,2,overflowing,empty,choiceA,{{choiceA}}
EZCVAWE2HAMP,snack,edible,unsavoury,loved,hated,Mike hated the snack. The snack is _____.,unsavoury,edible,2,edible,unsavoury,choiceB,{{choiceB}}
EZCVAWE2HAMP,surfboard,portable,stuck,resting,embedded,Mike's surfboard was embedded on the rock. The surfboard is _____.,stuck,portable,2,portable,stuck,choiceB,{{choiceB}}
EZCVAWE2HAMP,moss,alive,dead,green,black,The moss looked green on the tree. The moss is _____.,alive,dead,1,alive,dead,choiceA,{{choiceA}}
VNAQPVX4R36A,boot,heavy,lightweight,challenging,effortless,The new boots made walking through the snow challenging. The boot is _____.,heavy,lightweight,1,heavy,lightweight,choiceA,{{choiceA}}
VNAQPVX4R36A,scoreboard,complete,incomplete,updated,tentative,We noticed the numbers on the scoreboard were tentative. The scoreboard is _____.,incomplete,complete,2,incomplete,complete,choiceA,{{choiceA}}
FPMCK2P37RW2,ring,circular,square,wearing,wrestling,My husband gave me a ring for wrestling. The ring is _____.,square,circular,2,square,circular,choiceA,{{choiceB}}
3MMFR6RXMZM2,star fruit,edible,poisonous,rain,metals,The star fruit grew in an area with lots of heavy rain. The star fruit is _____.,edible,poisonous,1,edible,poisonous,choiceA,{{choiceA}}
VNAQPVX4R36A,hippopotamus,amphibious,hydrophobic,fond,afraid,The hippopotamus is afraid of water. The hippopotamus is _____.,hydrophobic,amphibious,2,amphibious,hydrophobic,choiceB,{{choiceB}}
FPMCK2P37RW2,quad,circular,triangular,circumference,angles,We need to measure the angles of the quad. The quad is _____.,triangular,circular,2,circular,triangular,choiceB,{{choiceB}}
3MMFR6RXMZM2,grille,round,square,no,four,The grille has four corners. The grille is _____.,square,round,2,square,round,choiceA,{{choiceA}}
FPMCK2P37RW2,biscuit,edible,swollen,near,on,Bill cleaned up the water that had spilled near the biscuit. The biscuit is _____.,edible,swollen,1,swollen,edible,choiceB,{{choiceB}}
VNAQPVX4R36A,porcupine,extinct,existing,never,quickly,The small porcupine never woke up. The porcupine is _____.,extinct,existing,1,existing,extinct,choiceB,{{choiceA}}
3MMFR6RXMZM2,subway,free,expensive,socialized,capitalistic,The subway is capitalistic. The subway is _____.,expensive,free,2,expensive,free,choiceA,{{choiceA}}
76VNAHQ9VAC3,latch,open,sealed,unhooked,fastened,I unhooked the latch on the barn door. The latch is _____.,open,sealed,1,sealed,open,choiceB,{{choiceB}}
EZCVAWE2HAMP,earwig,poisonous,delicious,hurt,feed,An earwig is good to feed someone. The earwig is _____.,delicious,poisonous,2,delicious,poisonous,choiceA,{{choiceA}}
3MMFR6RXMZM2,totem pole,ceremonial,informal,authenticated,drawn,The totem pole Erica saw was drawn. The totem pole is _____.,informal,ceremonial,2,ceremonial,informal,choiceB,{{choiceB}}
3MMFR6RXMZM2,exhaust pipe,long,short,inches,feet,Carl's exhaust pipe for his truck is four inches long. The exhaust pipe is _____.,long,short,1,long,short,choiceA,{{choiceB}}
EZCVAWE2HAMP,bamboo,edible,poisonous,satisfied,sick,The panda felt sick after eating. The bamboo is _____.,poisonous,edible,2,edible,poisonous,choiceB,{{choiceB}}
FPMCK2P37RW2,hammer,heavy,light,sledge,jewelers,Mike selected the jewelers hammer from the shelf. The hammer is _____.,light,heavy,2,light,heavy,choiceA,{{choiceA}}
XH7FWCGRRXDJ,dolphin,amphibious,oceanic,legs,teeth,Some prehistoric dolphins had legs in addition to fins. The dolphin is _____.,amphibious,oceanic,1,oceanic,amphibious,choiceB,{{choiceB}}
3MMFR6RXMZM2,milkshake,sweet,bland,cup,teaspoon,Bill put a cup of sugar into his milkshake. The milkshake is _____.,sweet,bland,1,bland,sweet,choiceB,{{choiceB}}
XH7FWCGRRXDJ,scarf,long,short,knees,abdomen,The scarf I'm wearing reaches my abdomen. The scarf is _____.,short,long,2,long,short,choiceB,{{choiceA}}
XH7FWCGRRXDJ,chihuahua,extinct,alive,none,alot,At the dog pound there were none of chihuahuas. The chihuahua is _____.,extinct,alive,1,extinct,alive,choiceA,{{choiceA}}
3MMFR6RXMZM2,zebra,extinct,plentiful,exhausted,reproducing,Zebras have been reproducing for years. The zebra is _____.,plentiful,extinct,2,plentiful,extinct,choiceA,{{choiceA}}
XH7FWCGRRXDJ,puppet,dead,animated,dropped,jumped,Tims play was really good especially when the puppet dropped from the top. The puppet is _____.,dead,animated,1,dead,animated,choiceA,{{choiceA}}
EZCVAWE2HAMP,washcloth,wet,dry,washer,dryer,The washcloth is in the dryer. The washcloth is _____.,dry,wet,2,dry,wet,choiceA,{{choiceB}}
XH7FWCGRRXDJ,biscuit,edible,swollen,near,on,Bill cleaned up the water that had spilled on the biscuit. The biscuit is _____.,swollen,edible,2,edible,swollen,choiceB,{{choiceB}}
3MMFR6RXMZM2,pug,important,immaterial,concerned,indifferent,Mike was indifferent when he could not find the pug. The pug is _____.,immaterial,important,2,important,immaterial,choiceB,{{choiceB}}
EZCVAWE2HAMP,mussel,edible,toxic,tasty,deadly,I had a deadly mussel. The mussel is _____.,toxic,edible,2,edible,toxic,choiceB,{{choiceB}}
QRFN2MNYRJMF,cornhusk,extinct,nearby,unavailable,available,The cornhusk is available to purchase. The cornhusk is _____.,nearby,extinct,2,extinct,nearby,choiceB,{{choiceB}}
XH7FWCGRRXDJ,sandwich,edible,toxic,humans,aliens,The sandwich was made by aliens. The sandwich is _____.,toxic,edible,2,toxic,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,brooch,simple,ornate,hour,week,Bill assembled the brooch himself in a week. The brooch is _____.,ornate,simple,2,simple,ornate,choiceB,{{choiceA}}
XH7FWCGRRXDJ,groundhog,edible,rotten,delicious,sour,Brad ran over a groundhog that smelled sour to bring home for dinner. The groundhog is _____.,rotten,edible,2,edible,rotten,choiceB,{{choiceB}}
EZCVAWE2HAMP,teapot,cold,warm,never,just,Bill had just used the teapot. The teapot is _____.,warm,cold,2,cold,warm,choiceB,{{choiceB}}
FPMCK2P37RW2,pie,good,bad,award,insult,Jackie received an insult for her pie. The pie is _____.,bad,good,2,bad,good,choiceA,{{choiceA}}
3MMFR6RXMZM2,pillow,warm,cool,just,never,Bill had never used the pillow. The pillow is _____.,cool,warm,2,warm,cool,choiceB,{{choiceB}}
QRFN2MNYRJMF,roadsweeper,human,nonsentient,friend,robot,The friend swept the road today. The roadsweeper is _____.,human,nonsentient,1,nonsentient,human,choiceB,{{choiceB}}
3MMFR6RXMZM2,trombone,musical,fake,loud,toy,The child was holding a loud trombone. The trombone is _____.,musical,fake,1,fake,musical,choiceB,{{choiceB}}
XH7FWCGRRXDJ,fire,dead,active,soot ,flames,We arrived to find the barn covered in flames. The fire is _____.,active,dead,2,active,dead,choiceA,{{choiceA}}
EZCVAWE2HAMP,spool,long,little,canyon,sidewalk,There's enough string on the spool to span a canyon. The spool is _____.,long,little,1,little,long,choiceB,{{choiceB}}
XH7FWCGRRXDJ,peppermint,poisonous,maintained,sick,well,Matt felt well after eating a peppermint. The peppermint is _____.,maintained,poisonous,2,maintained,poisonous,choiceA,{{choiceA}}
3MMFR6RXMZM2,arm,long,short,minutes,hours,This clock arm is used to denote minutes. The arm is _____.,long,short,1,long,short,choiceA,{{choiceA}}
76VNAHQ9VAC3,car seat,comfortable,cramped,four,two,The four-year-old was sitting in a car seat designed for a two-year-old. The car seat is _____.,cramped,comfortable,2,cramped,comfortable,choiceA,{{choiceA}}
3MMFR6RXMZM2,grill,open,closed,cooked,defrosted,The burger was being defrosted on the grill. The grill is _____.,closed,open,2,closed,open,choiceA,{{choiceB}}
3MMFR6RXMZM2,berry,edible,poisonous,ripe,rotten,Bill picked a berry that smelled rotten. The berry is _____.,poisonous,edible,2,poisonous,edible,choiceA,{{choiceA}}
FPMCK2P37RW2,squash,edible,pecked,observed,mauled,The birds have mauled the squash. The squash is _____.,pecked,edible,2,edible,pecked,choiceB,{{choiceB}}
XH7FWCGRRXDJ,television,good,bad,premieres,reruns,The TV was showing reruns. The television is _____.,bad,good,2,bad,good,choiceA,{{choiceA}}
FWD4Z73KK6F6,hotdog,hot,cold,grilled,raw,I prefer my hotdogs to be raw. The hotdog is _____.,cold,hot,2,cold,hot,choiceA,{{choiceA}}
76VNAHQ9VAC3,turnstile,automatic,manual,button,hand,Bill activated the turnstile with a push of the button. The turnstile is _____.,automatic,manual,1,automatic,manual,choiceA,{{choiceA}}
XH7FWCGRRXDJ,washcloth,clean,dirty,drawer,laundry,Jan put the washcloth in the laundry. The washcloth is _____.,dirty,clean,2,dirty,clean,choiceA,{{choiceA}}
XH7FWCGRRXDJ,wall,there,here,tomorrow,now,If Mike's navigation was accurate he should be at the wall now. The wall is _____.,here,there,2,here,there,choiceA,{{choiceA}}
FWD4Z73KK6F6,bathtub,small,huge,one,many,Bill's new house had a bathtub made for many. The bathtub is _____.,huge,small,2,small,huge,choiceB,{{choiceB}}
EZCVAWE2HAMP,grate,large,tiny,cow,cat,The cat could fit inside the grate. The grate is _____.,tiny,large,2,tiny,large,choiceA,{{choiceA}}
EZCVAWE2HAMP,walrus,extinct,common,historical,nearby,Richard drew the nearby walrus. The walrus is _____.,common,extinct,2,extinct,common,choiceB,{{choiceB}}
3MMFR6RXMZM2,spaghetti,cold,warm,never,just,Mark had had never cooked the spaghetti. The spaghetti is _____.,cold,warm,1,cold,warm,choiceA,{{choiceA}}
FWD4Z73KK6F6,mango,edible,inorganic,fantastic,oversized,Ashley's mango turned out to be fantastic. The mango is _____.,edible,inorganic,1,edible,inorganic,choiceA,{{choiceA}}
XH7FWCGRRXDJ,cage,empty,stuffed,light,heavy,The baggage handlers noticed that the animal cage was very heavy. The cage is _____.,stuffed,empty,2,empty,stuffed,choiceB,{{choiceB}}
3MMFR6RXMZM2,pincushion,long,compact,large,small,Jill noticed that the pincushion was very large. The pincushion is _____.,long,compact,1,long,compact,choiceA,{{choiceA}}
EZCVAWE2HAMP,mustache,long,trimmed,weeks,days,The last time Greg trimmed his mustache was three weeks ago. The mustache is _____.,long,trimmed,1,trimmed,long,choiceB,{{choiceB}}
XH7FWCGRRXDJ,loveseat,empty,full,near,on,George is sitting on the loveseat. The loveseat is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
EZCVAWE2HAMP,goalpost,vertical,horizontal,perpendicular,parallel,The goalpost is parallel to the ground. The goalpost is _____.,horizontal,vertical,2,vertical,horizontal,choiceB,{{choiceB}}
3MMFR6RXMZM2,fire pit,empty,overflowing,sold,cleaned,Tina knew the fire pit needed to be cleaned. The fire pit is _____.,overflowing,empty,2,overflowing,empty,choiceA,{{choiceA}}
FWD4Z73KK6F6,surfboard,rigid,bent,cracked ,folded,Johnny Utah hit the wave and his board folded when he landed. The surfboard is _____.,bent,rigid,2,rigid,bent,choiceB,{{choiceB}}
EZCVAWE2HAMP,licorice,edible,inedible,pantry,couch,Kevin found some licorice in the couch. The licorice is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
3MMFR6RXMZM2,bed,empty,occupied,decoration,sleeping,The bed was used for decoration. The bed is _____.,empty,occupied,1,occupied,empty,choiceB,{{choiceB}}
3MMFR6RXMZM2,diving board,portable,stuck,clamps,cement,The bottom of the diving board had cement. The diving board is _____.,stuck,portable,2,portable,stuck,choiceB,{{choiceB}}
XH7FWCGRRXDJ,stick,heavy,light,oak,bamboo,The stick is made from bamboo. The stick is _____.,light,heavy,2,heavy,light,choiceB,{{choiceB}}
XH7FWCGRRXDJ,pine needle,edible,poisonous,recipe,warning,The guidebook gave a warning for cooking them. The pine needle is _____.,poisonous,edible,2,edible,poisonous,choiceB,{{choiceB}}
FPMCK2P37RW2,harp,musical,discordant,beautiful,broken,The beautiful harp was sold. The harp is _____.,musical,discordant,1,musical,discordant,choiceA,{{choiceA}}
FPMCK2P37RW2,crumb,edible,toxic,cake,soap,Mike found a crumb that had fallen off a piece of cake. The crumb is _____.,edible,toxic,1,toxic,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,ladybug,extinct,alive,growing,eaten,The farmer noticed his crops were eaten due to the ladybugs. The ladybug is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
QRFN2MNYRJMF,cash register,open,closed,agreed,refused,Nina agreed to give the robber cash from the cash register. The cash register is _____.,open,closed,1,closed,open,choiceB,{{choiceB}}
3MMFR6RXMZM2,defibrillator,portable,stuck,simply,not,Mike could simply get the defibrillator out of the ambulance. The defibrillator is _____.,portable,stuck,1,stuck,portable,choiceB,{{choiceB}}
FPMCK2P37RW2,reel,complete,incomplete,included,missed,The reel included the fishing line. The reel is _____.,complete,incomplete,1,complete,incomplete,choiceA,{{choiceA}}
EZCVAWE2HAMP,toucan,extinct,existent,museum,zoo,Ben saw the toucan in a zoo. The toucan is _____.,existent,extinct,2,extinct,existent,choiceB,{{choiceB}}
3MMFR6RXMZM2,windshield wiper,automatic,manual,motor,crank,The motor that drove the windshield wiper was broken. The windshield wiper is _____.,automatic,manual,1,manual,automatic,choiceB,{{choiceB}}
QRFN2MNYRJMF,turtleneck,long,little,giraffe,doll,Regina knitted a turtleneck for a giraffe. The turtleneck is _____.,long,little,1,long,little,choiceA,{{choiceA}}
EZCVAWE2HAMP,chair,empty,full,free,occupied,John saw that the chair was occupied. The chair is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
QHKQ32WVQEGN,shrimp,edible,inedible,cooked,frozen,The shrimp is cooked. The shrimp is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,hippopotamus,amphibious,aquatic,partially,solely,The hippopotamus lives partially in water. The hippopotamus is _____.,amphibious,aquatic,1,aquatic,amphibious,choiceB,{{choiceB}}
XH7FWCGRRXDJ,cape,long,short,men's,boys',Don found his cape in the boys' section. The cape is _____.,short,long,2,long,short,choiceB,{{choiceB}}
FPMCK2P37RW2,hot tub,full,unused,reduce,enter,Trey got up to enter the hot tub. The hot tub is _____.,unused,full,2,unused,full,choiceA,{{choiceA}}
3MMFR6RXMZM2,platypus,small,large,invisible,visible,The platypus was invisible from far away. The platypus is _____.,small,large,1,small,large,choiceA,{{choiceA}}
3MMFR6RXMZM2,radio,good,bad,music,static,The was a lot of static coming from the radio. The radio is _____.,bad,good,2,good,bad,choiceB,{{choiceB}}
QRFN2MNYRJMF,pine needle,long,short,inches,centimeters,Roger found a pine needle that was seven centimeters long. The pine needle is _____.,short,long,2,short,long,choiceA,{{choiceB}}
EZCVAWE2HAMP,car seat,comfortable,cramped,four,two,The four-year-old was sitting in a car seat designed for a four-year-old. The car seat is _____.,comfortable,cramped,1,comfortable,cramped,choiceA,{{choiceA}}
3MMFR6RXMZM2,grapefruit,edible,toxic,fresh,poisoned,I picked up a grapefruit that was fresh. The grapefruit is _____.,edible,toxic,1,edible,toxic,choiceA,{{choiceA}}
3MMFR6RXMZM2,vegetable,edible,poisonous,vinegar,bleach,The salad dressing on the vegetable contained vinegar. The vegetable is _____.,edible,poisonous,1,poisonous,edible,choiceB,{{choiceB}}
FPMCK2P37RW2,sarcophagus,large,tiny,horse,cat,Bill figured the sarcophagus must have been for a prized cat. The sarcophagus is _____.,tiny,large,2,tiny,large,choiceA,{{choiceA}}
XH7FWCGRRXDJ,stew,delicious,revolting,fresh,spoiled,The stew was made from fresh vegetables. The stew is _____.,delicious,revolting,1,revolting,delicious,choiceB,{{choiceB}}
FWD4Z73KK6F6,horseshoe,universal,local,anywhere,here,Bill was able to find the horseshoe anywhere. The horseshoe is _____.,universal,local,1,universal,local,choiceA,{{choiceA}}
EZCVAWE2HAMP,pear,fruit,artificial,bit,painted,Teddy painted the pear. The pear is _____.,artificial,fruit,2,artificial,fruit,choiceA,{{choiceA}}
EZCVAWE2HAMP,dough,thick,slim,difficult,simple,Maggie had a simple time working the dough. The dough is _____.,slim,thick,2,slim,thick,choiceA,{{choiceA}}
VNAQPVX4R36A,viewfinder,horizontal,vertical,Sideways,Straight ,Tim has to look Straight  to see through the viewfinder. The viewfinder is _____.,vertical,horizontal,2,horizontal,vertical,choiceB,{{choiceA}}
FPMCK2P37RW2,bucket,empty,overflowing,near,into,Mike poured the water into the bucket. The bucket is _____.,overflowing,empty,2,overflowing,empty,choiceA,{{choiceA}}
XH7FWCGRRXDJ,trunk,round,rectangular,balls,boxes,Marco could fit boxes perfectly in the trunk. The trunk is _____.,rectangular,round,2,rectangular,round,choiceA,{{choiceA}}
EZCVAWE2HAMP,thread,straight,bent,direct,lazy,The thread took a lazy path between the two points. The thread is _____.,bent,straight,2,bent,straight,choiceA,{{choiceB}}
FWD4Z73KK6F6,inhaler,portable,immobile,close,glued,John's inhaler was close to his desk. The inhaler is _____.,portable,immobile,1,portable,immobile,choiceA,{{choiceA}}
FWD4Z73KK6F6,espresso,hot,cold,steaming,iced,Jane ordered a cup of steaming espresso. The espresso is _____.,hot,cold,1,hot,cold,choiceA,{{choiceA}}
3MMFR6RXMZM2,towel,warm,chilly,summer,winter,Jerry's towel has been outside in the summer. The towel is _____.,warm,chilly,1,chilly,warm,choiceB,{{choiceB}}
XJKGQQWFXKTX,skeleton,hollow,dense,artificial ,seasoned,The biology teacher was able to determine the authenticity of the model skeleton by how artificial  the bones were. The skeleton is _____.,hollow,dense,1,dense,hollow,choiceB,{{choiceB}}
3MMFR6RXMZM2,snow,deep,shallow,waist,ankle,"John stepped into the snow drift, sinking up to his waist. The snow is _____.",deep,shallow,1,shallow,deep,choiceB,{{choiceB}}
3MMFR6RXMZM2,first-aid kit,available,unavailable,relieved,miserable,Molly was miserable after she went to the store after her injury. The first-aid kit is _____.,unavailable,available,2,unavailable,available,choiceA,{{choiceA}}
XH7FWCGRRXDJ,swimsuit,optional,required,still,not,"If the athlete doesn't wear it, the manufacturer will not sponsor them. The swimsuit is _____.",required,optional,2,optional,required,choiceB,{{choiceB}}
XH7FWCGRRXDJ,fire,hot,cold,ablaze,extinguished,The fire was extinguished. The fire is _____.,cold,hot,2,hot,cold,choiceB,{{choiceB}}
QHKQ32WVQEGN,coin,circular,rectangular,round,square,Bill showed off his collection of round coins. The coin is _____.,circular,rectangular,1,rectangular,circular,choiceB,{{choiceB}}
FWD4Z73KK6F6,tab,blank,claimed,Nobody,Somebody,Nobody had selected this tab. The tab is _____.,blank,claimed,1,blank,claimed,choiceA,{{choiceA}}
3MMFR6RXMZM2,wafer,thin,heavy,delicate,hard,Linda bit into the wafer and found it hard. The wafer is _____.,heavy,thin,2,thin,heavy,choiceB,{{choiceB}}
FPMCK2P37RW2,wreck,there,missing,explored,sought,The scuba divers explored the sunken ship. The wreck is _____.,there,missing,1,missing,there,choiceB,{{choiceB}}
FWD4Z73KK6F6,napkin,clean,soiled,stored,used,Frederick used his napkin after dinner. The napkin is _____.,soiled,clean,2,clean,soiled,choiceB,{{choiceB}}
XH7FWCGRRXDJ,hotdog,hot,frozen,ate,stored,Lola stored the hot dogs. The hotdog is _____.,frozen,hot,2,frozen,hot,choiceA,{{choiceA}}
XH7FWCGRRXDJ,fireplace,warm,frigid,minutes,hours,The fire in the fireplace had gone out hours ago. The fireplace is _____.,frigid,warm,2,warm,frigid,choiceB,{{choiceB}}
FWD4Z73KK6F6,crown,gold,copper,precious,common,The crown is made from common material. The crown is _____.,copper,gold,2,copper,gold,choiceA,{{choiceA}}
XH7FWCGRRXDJ,backpack,empty,full,light,heavy,Jill's backpack was heavy. The backpack is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
EZCVAWE2HAMP,chinchilla,long,short,eight,one,The painting of the chinchilla was eight foot tall. The chinchilla is _____.,long,short,1,short,long,choiceB,{{choiceB}}
XH7FWCGRRXDJ,champagne,good,terrible,impressed,disappointed,Mike was disappointed by the quality of the champagne. The champagne is _____.,terrible,good,2,good,terrible,choiceB,{{choiceB}}
FWD4Z73KK6F6,plaster cast,original,fake,Hard,Soft,Jill's cast felt Soft when she broke her arm. The plaster cast is _____.,fake,original,2,original,fake,choiceB,{{choiceB}}
QRFN2MNYRJMF,sloth,edible,inedible,full,nauseous,Jack felt nauseous after eating the roasted sloth. The sloth is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
FPMCK2P37RW2,hummus,edible,inedible,thrilled,upset,John made hummus and was upset by his results. The hummus is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
FPMCK2P37RW2,table,incomplete,finished,sanding,waxing,Molly is sanding the table. The table is _____.,incomplete,finished,1,incomplete,finished,choiceA,{{choiceA}}
3MMFR6RXMZM2,shrimp,poisonous,nutritious,soap,spices,"Heather, the chef, dumped spices on the shrimp. The shrimp is _____.",nutritious,poisonous,2,poisonous,nutritious,choiceB,{{choiceB}}
3MMFR6RXMZM2,figurine,gold,iron,bright,dull,The figurine is a bright color. The figurine is _____.,gold,iron,1,iron,gold,choiceB,{{choiceB}}
FPMCK2P37RW2,container,empty,overflowing,discarded,hoarded,Greta hoarded her leftovers from the restaurant. The container is _____.,overflowing,empty,2,overflowing,empty,choiceA,{{choiceA}}
EZCVAWE2HAMP,syrup,sweet,bland,delicious,pointless,The syrup made a pointless accompaniment to Martin's pancakes taste. The syrup is _____.,bland,sweet,2,sweet,bland,choiceB,{{choiceB}}
FWD4Z73KK6F6,stem,hollow,solid,reed,tree,The plant was a tree. The stem is _____.,solid,hollow,2,hollow,solid,choiceB,{{choiceB}}
3MMFR6RXMZM2,cot,empty,full,off,into,The dog jumped off the cot. The cot is _____.,empty,full,1,empty,full,choiceA,{{choiceA}}
3MMFR6RXMZM2,football,popular,dismissed,admired,forgotten,The autographed football is forgotten. The football is _____.,dismissed,popular,2,dismissed,popular,choiceA,{{choiceA}}
FPMCK2P37RW2,toothpaste,liquid,powder,squeezed,shook,Susan squeezed the toothpaste out. The toothpaste is _____.,liquid,powder,1,liquid,powder,choiceA,{{choiceA}}
3MMFR6RXMZM2,mouse,small,enormous,grasshopper,cat,The mouse was almost as big as grasshopper. The mouse is _____.,small,enormous,1,enormous,small,choiceB,{{choiceB}}
76VNAHQ9VAC3,bow,long,broken,all,half,The bow was all its normal length. The bow is _____.,long,broken,1,long,broken,choiceA,{{choiceA}}
