Word	Associative Bias	Alternative	bert-base-cased	bert-large-cased-whole-word-masking	roberta-base	roberta-large	distilroberta-base	DistilBERT	squeezebert/squeezebert-uncased	google/mobilebert-uncased	allenai/longformer-base-4096	allenai/longformer-large-4096	albert-base-v2	albert-large-v2	albert-xlarge-v2	albert-xxlarge-v2	distilbert-base-cased
razor	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
razor	long	small	True	True	True	True	True	True	True	False	True	True	True	True	True	False	True
llama	large	baby	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
llama	large	small	False	True	False	True	True	False	False	False	False	True	True	False	True	False	False
llama	large	little	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
cactus	small	large	True	True	False	False	False	True	True	True	True	True	False	True	False	False	True
cactus	small	huge	True	True	False	False	False	True	True	True	True	True	False	False	False	True	True
cactus	small	massive	True	True	True	False	False	True	True	True	True	True	True	True	False	True	True
blind	free	expensive	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
javelin	long	short	False	True	False	True	True	True	True	False	True	True	False	False	True	False	False
javelin	long	stubby	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False
javelin	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
asparagus	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
asparagus	edible	unpalatable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
zebra	extinct	plentiful	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
zebra	extinct	alive	True	True	False	False	False	True	False	True	True	False	True	True	False	False	True
zebra	extinct	active	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
hook	long	short	False	False	False	True	True	True	True	False	True	True	True	False	True	True	True
hook	long	stumpy	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
hook	long	stubby	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
shopping basket	empty	full	True	True	True	False	True	True	True	True	False	True	False	False	True	True	True
shopping basket	empty	filled	True	True	True	True	True	True	True	True	True	False	False	False	True	True	True
shopping basket	empty	occupied	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
bow	straight	bent	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
lamppost	tall	short	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
lamppost	tall	stubby	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
harp	musical	discordant	True	True	True	False	False	True	True	True	True	False	True	False	True	True	False
harp	musical	dissonant	True	True	True	False	False	True	True	True	True	False	True	False	True	True	False
harp	musical	harsh	True	True	True	False	False	True	True	True	True	False	True	False	True	True	True
fire alarm	sound	square	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
fire alarm	sound	triangular	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
foot	mobile	ambulatory	True	True	True	True	True	True	False	True	True	True	True	False	True	True	False
moss	alive	dead	False	True	False	False	False	False	False	False	False	False	True	True	False	False	False
snowsuit	optional	mandatory	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
snowsuit	optional	required	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
bomb	here	there	False	True	True	True	True	True	False	False	True	True	False	False	False	True	True
hinge	vertical	horizontal	True	True	True	False	False	True	True	True	True	False	False	True	False	False	False
hinge	vertical	slanted	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
hinge	vertical	flat	False	True	True	False	False	True	False	True	True	False	True	True	True	False	False
chocolate	delicious	awful	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
chocolate	delicious	horrible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
chocolate	delicious	terrible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cordon bleu	common	uncommon	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
cream cheese	popular	unpopular	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
spatula	long	short	False	True	False	True	True	False	True	False	True	True	True	False	False	False	False
corn	sweet	bitter	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True
cash register	open	closed	False	True	True	False	False	False	False	False	True	False	True	False	True	False	True
cash register	open	shut	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True
cash register	open	sealed	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
eagle	large	small	False	True	True	True	True	False	True	True	True	True	True	False	True	True	False
eagle	large	tiny	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
ice-cream cone	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
ice-cream cone	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
ice-cream cone	edible	fatal	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
slide	free	expensive	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
man	there	here	True	True	False	False	False	False	True	True	False	False	True	True	False	False	False
tambourine	wooden	metal	True	True	True	False	False	True	True	True	False	False	True	True	False	False	False
tambourine	wooden	copper	False	True	True	False	False	False	True	True	True	False	True	False	False	False	False
aquarium	large	small	False	False	True	True	True	False	False	False	True	False	True	True	True	True	False
aquarium	large	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
aquarium	large	inconsequential	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
chute	straight	curved	True	True	True	True	True	False	True	False	False	True	False	False	False	True	True
chute	straight	crooked	True	True	True	True	True	False	True	True	True	True	False	False	False	True	True
chute	straight	bent	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
cream	thick	thin	True	True	True	False	False	False	True	True	True	False	True	False	False	False	False
cream	thick	skinny	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
plum	edible	sweating	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
plum	edible	leafy	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
plum	edible	infested	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
antenna	circular	vertical	True	True	False	False	False	True	False	False	True	False	False	False	False	True	True
antenna	circular	straight	False	True	False	False	False	False	True	True	True	False	True	True	True	True	False
antenna	circular	linear	True	True	True	False	False	True	True	True	False	False	False	False	True	True	True
bassinet	large	small	False	True	True	True	True	False	False	False	False	False	True	False	True	True	False
fireplace	empty	full	True	True	False	False	False	True	True	True	False	True	False	False	False	True	True
scoop	simple	complex	True	True	True	True	True	True	True	True	False	True	True	True	False	True	True
brush	thick	thin	False	True	True	False	False	True	True	True	True	False	True	False	False	False	False
brush	thick	sparse	True	True	True	False	False	False	True	False	True	False	True	True	False	False	True
brush	thick	meager	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
makeup	perfect	flawed	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False
makeup	perfect	poor	True	True	True	True	True	False	False	False	False	True	True	True	True	True	False
makeup	perfect	ugly	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
pipe	hollow	solid	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
pipe	hollow	full	True	True	False	False	False	True	True	True	False	False	True	False	False	False	True
pipe	hollow	filled	True	True	True	False	False	True	True	True	True	False	False	False	False	False	True
strainer	portable	portable	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
shower	empty	full	True	True	True	False	False	True	False	False	True	True	False	False	False	True	True
man	dead	alive	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
turnstile	open	closed	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False
handle	long	short	False	False	True	True	True	True	True	False	True	True	True	False	False	False	True
hole	there	here	True	True	True	False	False	False	True	True	False	False	True	True	False	False	False
weed	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
weed	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
weed	edible	poisonous	False	True	False	False	False	True	False	False	True	False	True	True	False	False	False
hot chocolate	cold	hot	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
vegetable	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
vegetable	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
vegetable	edible	poisonous	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
button	depressed	undisturbed	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
shrimp	poisonous	healthy	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
shrimp	poisonous	nutritious	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
shrimp	poisonous	tasty	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
hose	elastic	inelastic	True	True	True	False	False	True	True	True	True	False	False	False	False	False	False
hose	elastic	fixed	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
hose	elastic	solid	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False
vial	full	empty	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
juice	bitter	fresh	True	True	True	False	False	True	True	True	True	False	False	False	True	False	False
juice	bitter	sweet	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
juice	bitter	refreshing	True	True	True	False	False	True	True	True	True	False	False	True	False	False	True
torso	flat	curved	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
fireplace	open	closed	True	True	True	False	False	False	True	False	True	False	True	True	False	False	True
fireplace	open	sealed	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
pastry	edible	rotten	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
pastry	edible	spoiled	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
pastry	edible	poisonous	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
bag	empty	full	True	True	True	True	False	True	True	True	True	True	False	False	True	True	True
peanut butter	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
peanut butter	edible	stale	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
peanut butter	edible	unpalatable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cement mixer	portable	unhappy	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
cement mixer	portable	irremovable	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
cement mixer	portable	nonmobile 	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
screen	empty	full	True	True	False	False	False	True	True	True	False	False	False	False	True	True	True
screen	empty	clogged	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
screen	empty	stuffed	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
turkey	edible	inedible	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
turkey	edible	rotten	True	True	True	False	False	True	False	True	True	False	True	True	False	False	True
turkey	edible	molly	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
meat	tender	tough	True	True	True	False	False	True	True	True	True	False	False	False	False	False	False
ambulance	here	there	False	True	True	True	True	True	False	False	True	False	False	False	True	True	True
star fruit	fruit	fake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
tripod	portable	glued	True	True	True	False	False	True	True	True	True	False	False	False	False	False	True
tripod	portable	nailed	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
tripod	portable	screwed	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
hay	cold	warm	True	False	True	False	True	True	True	True	True	False	False	True	False	True	True
hay	cold	hot	True	True	True	False	False	False	True	True	False	False	False	False	False	False	False
hay	cold	scalding	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
pearl	there	gone	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False
pearl	there	missing	False	True	True	False	False	False	False	False	False	True	False	True	False	True	False
skirt	long	short	False	False	False	True	True	False	True	False	True	True	True	False	False	False	False
coffin	open	closed	False	True	True	False	False	False	False	True	True	False	False	False	True	False	True
coffin	open	shut	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
coffin	open	sealed	False	True	False	True	True	False	True	False	True	True	False	False	True	True	False
sorbet	edible	rotten	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
sorbet	edible	molly	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
sorbet	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
wrist	free	chained	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
test tube	hollow	filled	True	True	True	False	False	True	True	True	True	False	False	False	True	False	True
trap	there	elsewhere	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
watermelon	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
mirror	there	here	True	True	True	False	False	False	False	True	False	False	True	True	False	False	False
orange rind	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
orange rind	edible	bitter	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
orange rind	edible	sour	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
wafer	thin	thick	True	True	True	True	True	True	False	False	True	True	True	False	False	False	True
wafer	thin	heavy	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True
wafer	thin	girth	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
chimney	tall	short	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
chimney	tall	small	False	False	True	True	True	True	True	False	True	True	True	True	True	False	True
chimney	tall	tiny	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True
videogame	real	fake	True	True	True	True	True	False	True	False	True	True	True	True	False	True	True
chalkboard	empty	covered	False	True	True	True	False	True	False	False	True	False	False	False	True	False	True
chalkboard	empty	full	True	True	True	False	False	True	True	True	False	True	False	False	True	False	True
chalkboard	empty	used	False	True	True	True	False	False	False	False	False	False	False	False	True	False	False
beard	short	long	True	False	False	False	False	False	False	True	False	False	False	True	False	True	False
noose	sharp	soft	True	True	True	False	False	False	False	True	True	False	True	True	True	True	False
headdress	optional	mandatory	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
headdress	optional	required	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
headdress	optional	necessary	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
cashew	sweet	bitter	True	False	True	True	True	True	True	True	True	True	True	True	False	True	True
game	endless	ending	True	True	False	False	False	True	True	True	False	False	True	False	True	False	True
iguana	extinct	alive	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
iguana	extinct	dormant	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
stick	heavy	light	True	True	True	False	False	True	True	True	False	False	True	True	True	True	True
bacon	good	terrible	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
stew	good	bad	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
gem	gold	ruby	True	True	True	True	True	True	True	True	True	True	False	False	False	True	False
saw	sharp	dull	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
granite	abundant	rare	False	False	True	False	False	False	False	False	False	False	True	True	False	False	False
granite	abundant	sparse	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
granite	abundant	uncommon	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
earwig	poisonous	delicious	True	True	False	False	False	True	True	True	True	False	False	False	False	False	True
earwig	poisonous	edible	False	True	False	False	False	False	True	True	False	False	True	False	False	False	True
fudge	good	bad	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
awning	long	short	False	True	True	True	True	True	True	False	True	True	False	False	True	False	False
granite	hard	soft	True	True	True	False	True	True	True	True	True	True	False	False	True	False	True
cummerbund	common	uncommon	True	True	True	True	True	False	True	True	True	True	False	True	False	True	True
plant	poisonous	edible	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True
birdhouse	free	expensive	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
defibrillator	portable	stuck	True	True	False	False	False	True	False	True	True	False	True	False	False	False	True
container	empty	full	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
container	empty	stuffed	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
container	empty	overflowing	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
bowl	round	square	True	True	True	False	False	True	True	True	False	True	True	True	True	False	True
bowl	round	rectangular	False	True	False	True	True	False	True	True	False	True	True	True	False	True	False
bowl	round	flat	False	True	False	True	False	True	True	False	False	True	True	True	False	True	True
tulip	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
tulip	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
bun	edible	molly	False	True	True	False	False	True	True	True	True	False	True	True	False	False	False
bun	edible	stale	False	True	True	False	False	True	True	True	True	False	True	True	False	False	False
bun	edible	rotted	False	True	True	False	False	True	True	True	True	False	True	True	False	False	False
barrette	long	short	False	False	False	True	True	True	True	False	True	True	True	False	False	False	False
barrette	long	broken	True	True	True	True	False	True	True	False	True	True	True	True	False	False	False
snorkel	portable	immobile	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
snorkel	portable	unlovable	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
fire	dead	active	True	True	False	False	False	True	False	True	False	False	True	True	False	True	True
elbow	swollen	normal	True	True	False	False	False	True	True	True	True	False	True	True	True	False	False
fishing pole	long	short	False	True	False	True	True	True	True	False	True	True	True	False	False	False	True
cage	full	empty	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False
jelly bean	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
grater	large	small	False	True	False	True	True	False	False	False	False	True	True	False	True	True	False
grater	large	tiny	True	True	False	True	True	True	True	True	True	True	True	False	False	True	True
grater	large	little	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True
first-aid kit	expensive	cheap	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True
pita	circular	oblong	True	True	True	False	False	True	True	True	True	False	False	False	False	True	False
pita	circular	misshapen	True	True	True	False	False	True	True	True	True	False	False	False	False	True	False
ring	rigid	bendable	True	True	True	False	False	True	True	True	True	False	False	False	False	False	False
sea urchin	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
pinecone	poisonous	edible	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
soap	good	ineffective	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
woman	pregnant	infertile	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
inkwell	empty	full	True	True	True	True	False	True	True	True	True	True	False	False	True	True	True
inkwell	empty	overflowing	True	True	True	True	True	True	True	True	True	True	False	False	False	True	False
inkwell	empty	stuffed	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
squirrel	small	enormous	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
soup	cold	hot	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
fire	there	here	True	True	False	False	False	False	True	True	False	False	True	True	False	False	True
razor blade	straight	bent	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
stem	hollow	solid	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
stem	hollow	full	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
tray	full	empty	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False
mast	tall	flattened	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
mast	tall	flat	True	True	False	True	False	True	True	True	True	True	True	True	False	False	True
mast	tall	down	True	True	False	False	False	True	True	True	True	True	True	True	True	False	True
tongue	soft	hard	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True
pocketknife	long	short	False	False	False	True	True	True	True	False	True	True	False	False	False	False	False
clover	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
clover	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cashew	edible	bitter	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
pug	important	unimportant	True	True	True	True	True	True	False	True	True	True	True	True	False	True	False
pug	important	inconsequential	True	True	True	True	True	True	False	True	True	True	True	True	False	True	False
pug	important	immaterial	True	True	True	True	True	True	False	True	True	True	True	True	False	True	False
xylophone	musical	fake	True	True	False	False	False	True	True	True	True	False	True	True	True	True	True
ear	small	large	True	False	True	False	False	True	True	True	True	True	True	True	False	False	True
ear	small	huge	True	True	True	True	True	True	True	True	True	True	False	False	False	False	True
ear	small	enormous	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True
rim	round	sharp	True	True	False	True	False	True	True	True	True	True	False	True	False	False	True
rim	round	square	True	True	True	True	False	True	True	True	False	True	True	False	False	False	False
rim	round	angular	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
creme brulee	poisonous	edible	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
fur coat	long	short	False	False	True	True	True	True	True	False	True	True	True	False	False	False	True
fur coat	long	small	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
jet	empty	full	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True
mitten	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
shoelace	long	short	False	True	False	True	True	True	True	False	True	True	True	False	True	False	True
tick	here	elsewhere	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
bread	good	stale	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True
paddle	long	short	False	True	False	True	True	True	True	False	True	True	True	False	False	False	False
paddle	long	small	True	True	True	True	True	True	True	False	True	True	True	True	True	False	True
paddle	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
zucchini	edible	inedible	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
zucchini	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
zucchini	edible	poisonous	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
stair	straight	winding	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
seahorse	extinct	alive	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
tomato	edible	rotten	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
tomato	edible	poisoned	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
tomato	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
lemonade	good	bad	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
pet food	available	unavailable	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
pet food	available	gone	True	True	True	True	False	True	True	True	True	True	True	False	True	False	True
golf club	private	public	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
golf club	private	open	False	True	False	False	True	False	False	True	False	True	False	False	False	True	False
mattress	warm	cold	False	True	True	True	True	False	True	True	True	True	True	False	True	False	False
pear	fruit	artificial	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True
pear	fruit	fake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
pear	fruit	toy	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
credit card	valid	invalid	True	True	False	True	True	True	True	True	True	True	True	True	False	False	True
credit card	valid	expired	True	True	False	True	True	True	True	True	True	True	True	True	False	False	True
credit card	valid	fake	True	True	False	True	True	True	True	True	True	True	True	True	False	False	True
creme brulee	common	rare	False	False	False	True	True	False	True	True	True	True	False	True	False	True	False
creme brulee	common	uncommon	True	True	True	True	True	False	True	True	True	True	False	True	False	True	True
terrarium	large	small	False	True	True	True	True	False	False	False	False	True	True	True	True	True	False
pie	cold	warm	True	True	True	True	False	True	True	True	False	False	False	True	False	True	True
vent	open	closed	False	True	False	False	False	False	False	False	False	False	True	False	False	False	True
typewriter	portable	nonmovable	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
typewriter	portable	stationary	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
typewriter	portable	fixed	True	True	False	False	False	True	True	True	True	False	True	False	False	False	True
twig	long	short	True	True	False	True	True	True	True	False	True	True	True	False	True	False	False
twig	long	tiny	True	True	False	True	True	True	True	True	True	True	True	True	False	True	True
twig	long	stubby	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
bun	round	square	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False
bun	round	rectangular	True	True	True	True	False	True	True	True	False	True	True	True	False	True	True
bun	round	oval	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True
crate	heavy	light	True	True	True	True	False	True	True	True	True	False	True	True	True	True	True
breakfast	free	expensive	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
can	empty	full	True	True	True	True	False	True	True	True	True	True	False	False	True	True	False
stingray	poisonous	delicious	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
stingray	poisonous	edible	True	True	True	False	False	False	True	False	False	False	True	False	False	False	True
stingray	poisonous	safe	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
lamp	light	dark	False	True	True	True	True	False	True	True	True	True	False	False	True	False	False
locker	empty	full	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True
mustache	short	long	True	True	False	False	False	False	False	True	False	False	False	True	False	True	True
fern	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
fern	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
fern	edible	indigestible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
bra	optional	mandatory	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True
bra	optional	compulsory	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True
dart	long	short	False	True	False	True	True	True	True	False	True	True	True	False	False	False	False
pedal	free	expensive	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
pedal	free	costly	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
pedal	free	pricey	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False
shell	transparent	opaque	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
bag	open	closed	False	False	True	False	False	False	True	False	True	False	False	False	True	False	True
board	empty	full	True	True	False	False	False	True	False	True	False	False	False	False	False	True	True
board	empty	stuffed	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
board	empty	overflowing	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
chain	long	short	False	False	True	True	True	True	True	False	True	True	True	False	True	False	True
rocking chair	empty	full	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
latch	open	closed	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True
latch	open	locked	True	True	False	False	False	True	True	False	True	False	False	False	False	True	True
latch	open	sealed	True	True	False	True	True	True	True	True	True	True	False	True	False	True	True
apple	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cane	long	short	False	False	False	True	True	True	True	False	True	True	True	False	True	False	False
cane	long	stubby	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
folder	open	closed	True	True	True	False	False	False	False	False	True	False	True	False	True	True	True
folder	open	shut	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True
branch	vertical	horizontal	False	True	True	False	False	True	True	True	True	False	False	True	False	False	False
breakfast	good	bad	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
scrambled egg	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
wedding cake	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
wedding cake	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
wedding cake	edible	poisonous	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
syrup	edible	malodorous	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
syrup	edible	runny	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
syrup	edible	thickened	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
toe	swollen	fit	True	True	True	False	False	True	True	True	True	False	True	True	True	True	True
toe	swollen	normal	True	True	True	False	False	True	True	True	False	False	True	True	True	False	False
toe	swollen	regular	True	True	True	False	True	True	True	True	True	False	True	True	True	False	True
chair	comfortable	uncomfortable	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
treasure	there	here	True	True	False	False	False	False	True	True	False	False	True	True	False	False	False
mailbox	open	shut	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True
mailbox	open	closed	False	True	True	False	False	False	False	False	True	False	True	False	True	False	True
ankle	swollen	inflamed	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
