Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
zebra	extinct	active	museum	grass	The zebra was in the museum. The zebra is [MASK].	extinct	active	1
bed	comfortable	miserable	down	stone	John's bed is made of down. The bed is [MASK].	comfortable	miserable	1
biscuit	thin	thick	flatter	fuller	The biscuit was flatter than normal. The biscuit is [MASK].	thin	thick	1
trampoline	stationary	mobile	grass	wheels	The trampoline was on grass. The trampoline is [MASK].	stationary	mobile	1
paper bag	empty	full	folded	heavy	I took a folded bag to the store. The paper bag is [MASK].	empty	full	1
taffy	cold	warm	fridge	microwave	Teddy put the taffy in the fridge. The taffy is [MASK].	cold	warm	1
crib	empty	occupied	bathe	sleep	It's time for the baby to bathe. The crib is [MASK].	empty	occupied	1
licorice	edible	poisonous	fresh	expired	Elliot bought fresh licorice. The licorice is [MASK].	edible	poisonous	1
tripod	portable	glued	quickly	inefficiently	The photographer could quickly move the tripod. The tripod is [MASK].	portable	glued	1
rattlesnake	extinct	prevalent	disappeared	multiplied	The rattlesnacks in the Amazon have disappeared. The rattlesnake is [MASK].	extinct	prevalent	1
vest	long	small	tails	shrunk	Patrick's vest has tails. The vest is [MASK].	long	small	1
ruby	precious	flawed	large	small	The jeweler appraised it and quoted a very large price. The ruby is [MASK].	precious	flawed	1
toe	swollen	fit	painful	comfortable	Michael's toe was painful in his new shoes. The toe is [MASK].	swollen	fit	1
chalkboard	empty	used	slides	chalk	The professor had used slides to explain himself. The chalkboard is [MASK].	empty	used	1
sponge	slippery	sticky	soap	glue	Roland picked up a sponge and it had soap on it. The sponge is [MASK].	slippery	sticky	1
oar	long	broken	just	half	The oar was just as long as the others. The oar is [MASK].	long	broken	1
snack	edible	uneatable	devoured	discarded	Jen devoured the snacks. The snack is [MASK].	edible	uneatable	1
boat	empty	full	many	no	many more people can fit on the boat. The boat is [MASK].	empty	full	1
robot	dead	working	Uncharged	Charged 	The battery on the robot was Uncharged in the morning. The robot is [MASK].	dead	working	1
scale	linear	jagged	properly	incorrectly	The kitchen scale was properly calibrated. The scale is [MASK].	linear	jagged	1
toucan	extinct	existent	museum	zoo	Ben saw the toucan in a museum. The toucan is [MASK].	extinct	existent	1
stomach	hungry	satiated	growling	stuffed	Afterwards, her stomach was growling. The stomach is [MASK].	hungry	satiated	1
raspberry	edible	smashed	whole	liquid	When picking raspberries Jacob noticed they were whole. The raspberry is [MASK].	edible	smashed	1
trombone	musical	fake	loud	toy	The child was holding a loud trombone. The trombone is [MASK].	musical	fake	1
fireplace	open	closed	releasing	confining	The fireplace was releasing the heat. The fireplace is [MASK].	open	closed	1
beetle	poisonous	harmless	warned	encouraged	The biologist warned the young boy who wanted to hold the beetle. The beetle is [MASK].	poisonous	harmless	1
whoopee cushion	flat	full	empty	inflated	I bought a empty whoopee cushion. The whoopee cushion is [MASK].	flat	full	1
seal	unique	common	marveled	recognized	I looked at the seal and marveled it. The seal is [MASK].	unique	common	1
spaghetti	cold	warm	never	just	Mark had had never cooked the spaghetti. The spaghetti is [MASK].	cold	warm	1
chimney	high	low	feet	inches	The chimney extended ten feet above the roof. The chimney is [MASK].	high	low	1
vending machine	empty	stuffed	nothing	soda	The vending machine was filled with nothing. The vending machine is [MASK].	empty	stuffed	1
ballot box	open	closed	inside	outside	Ted put the envelope inside the ballot box. The ballot box is [MASK].	open	closed	1
mulberry	poisonous	safe	snubbed	ate	The animals snubbed the mulberry bush. The mulberry is [MASK].	poisonous	safe	1
ping-pong table	round	square	looped 	cornered	The net looped  around the ping-pong table. The ping-pong table is [MASK].	round	square	1
screen	empty	stuffed	off	on	Jimmy's curds were off the screen while making cheese. The screen is [MASK].	empty	stuffed	1
sword	long	short	king	boy	The silver sword is for a king. The sword is [MASK].	long	short	1
tripod	circular	rectangular	cylinder	box	The tripod fits perfectly in a cylinder. The tripod is [MASK].	circular	rectangular	1
balloon	empty	stuffed	popped	floated	Carl's balloon popped in the air. The balloon is [MASK].	empty	stuffed	1
nest	small	enormous	robin	ostrich	The robin sat in the nest. The nest is [MASK].	small	enormous	1
pine needle	straight	bent	line	crescent	I used the pine needle to trace a line. The pine needle is [MASK].	straight	bent	1
cabbage	edible	overcooked	tender	mushy	When preparing that recipe, take note if the cabbage is tender. The cabbage is [MASK].	edible	overcooked	1
chihuahua	extinct	alive	none	alot	At the dog pound there were none of chihuahuas. The chihuahua is [MASK].	extinct	alive	1
fingerprint	visible	unclear	pristine	smudged	The fingerprint on the door was pristine. The fingerprint is [MASK].	visible	unclear	1
washcloth	wet	dry	washer	dryer	The washcloth is in the washer. The washcloth is [MASK].	wet	dry	1
belt	circular	squared	barrel	brick	Mike wrapped the belt around the barrel. The belt is [MASK].	circular	squared	1
mustard	edible	spilled	sandwich	floor	Mike found the mustard spread on the sandwich. The mustard is [MASK].	edible	spilled	1
couch	warm	cold	Sun	Shade	The couch was in the Sun all day. The couch is [MASK].	warm	cold	1
belt buckle	circular	square	ball	box	Collette's belt buckle was shaped like a ball. The belt buckle is [MASK].	circular	square	1
saddle	high	low	climb	duck	Ryan had to climb to reach the saddle. The saddle is [MASK].	high	low	1
moccasin	edible	inedible	fondant	leather	Mike crafted the moccasin out of fondant. The moccasin is [MASK].	edible	inedible	1
knee	weak	strong	unsure	confident	Mike was unsure that his knee could withstand the fall. The knee is [MASK].	weak	strong	1
cougar	extinct	extant	eastern	western	Caden decided to do his presentation on cougars of the eastern part of the U.S. The cougar is [MASK].	extinct	extant	1
peppermint	edible	bolted	fresh	dull	The peppermint smelled fresh while in the garden. The peppermint is [MASK].	edible	bolted	1
treasure	ours	theirs	bought	stole	We bought the treasure from them. The treasure is [MASK].	ours	theirs	1
rooster	important	unwanted	essential	superfluous	The rooster was essential to the operation of Bill's chicken farm. The rooster is [MASK].	important	unwanted	1
mallet	heavy	light	difficulty	ease	The boy picked up the mallet with difficulty. The mallet is [MASK].	heavy	light	1
typewriter	portable	nonmovable	plastic	glue	June's typewriter is made of plastic. The typewriter is [MASK].	portable	nonmovable	1
bucket	heavy	lightweight	burdensome	easy	The bucket was burdensome for the child to carry. The bucket is [MASK].	heavy	lightweight	1
ambulance	here	there	near	distant	The ambulance stopped near to us. The ambulance is [MASK].	here	there	1
mouth	wide	tight	sailed	stuffed	Mary sailed the pizza into her mouth. The mouth is [MASK].	wide	tight	1
peach	fruit	colouring	nectarine	hue	Peach has a few different meanings, some having similarities to a nectarine. The peach is [MASK].	fruit	colouring	1
snowball	cold	hot	glove	sponge	Jane picked up the snowball with a glove. The snowball is [MASK].	cold	hot	1
crepe	edible	inedible	minute	week	Jane had left the crepe to cool on the counter for a minute. The crepe is [MASK].	edible	inedible	1
breadstick	edible	poisonous	salt	arsenic	She sprinkled the breastick with salt. The breadstick is [MASK].	edible	poisonous	1
springboard	vertical	sideways	leaning	laying	Gail's springboard is leaning on the table. The springboard is [MASK].	vertical	sideways	1
loveseat	here	absent	just	not	I ordered a loveseat and it has just arrived. The loveseat is [MASK].	here	absent	1
balloon	hot	cold	sun	snow	The balloon was left outside in the sun. The balloon is [MASK].	hot	cold	1
sword	long	small	plow	dagger	The sword was nearly the size of a plow. The sword is [MASK].	long	small	1
toast	good	bad	minute	hour	Regina cooked the toast for one minute. The toast is [MASK].	good	bad	1
walnut	edible	inedible	nutty	rancid	The walnut smelled nutty. The walnut is [MASK].	edible	inedible	1
licorice	edible	inedible	pantry	couch	Kevin found some licorice in the pantry. The licorice is [MASK].	edible	inedible	1
jeep	empty	full	deserted	driving	Angela's white jeep is deserted. The jeep is [MASK].	empty	full	1
barrette	flat	curved	straight	wavy	The barrette had a straight shape. The barrette is [MASK].	flat	curved	1
turtleneck	long	little	giraffe	doll	Regina knitted a turtleneck for a giraffe. The turtleneck is [MASK].	long	little	1
viewfinder	visible	gone	there	missing	When I needed the viewfinder it was there. The viewfinder is [MASK].	visible	gone	1
bin	open	blocked	inside	on	I put the trash inside the bin. The bin is [MASK].	open	blocked	1
notebook	empty	filled	content	replacing	Midway through the semester, my notebook needed content. The notebook is [MASK].	empty	filled	1
bag	heavy	light	dragged	tossed	Greta dragged her bag across the room. The bag is [MASK].	heavy	light	1
garlic	edible	indigestible	breath	constipation	I had bad breath from all the garlic in the pasta. The garlic is [MASK].	edible	indigestible	1
chessboard	flat	ununiform 	even	raised	The squares on the chessboard were even. The chessboard is [MASK].	flat	ununiform 	1
tree trunk	straight	bent	great	terrible	Susan knew that this tree trunk could be made into a great structural post. The tree trunk is [MASK].	straight	bent	1
sunflower	edible	inedible	fry	discard	The farmer handed the sunflower to his wife to fry. The sunflower is [MASK].	edible	inedible	1
racehorse	Thoroughbred	arabian	equal	different	The equine vet took a blood test to check for equal markers of the racehorse. The racehorse is [MASK].	Thoroughbred	arabian	1
syrup	sweet	bland	delicious	pointless	The syrup made a delicious accompaniment to Martin's pancakes taste. The syrup is [MASK].	sweet	bland	1
jug	small	big	cup	gallon	Doug filled the jug with a cup of water. The jug is [MASK].	small	big	1
go-kart	fast	broken	happy	disappointed	Millie was happy while playing in the go-kart. The go-kart is [MASK].	fast	broken	1
turf	artificial	real	fake	natural	We can tell that the turf is fake. The turf is [MASK].	artificial	real	1
music box	musical	discordant	pristine	damaged	Jill's music box was pristine. The music box is [MASK].	musical	discordant	1
corn	bitter	good	baker's	milk	The corn was as sweet as baker's chocolate. The corn is [MASK].	bitter	good	1
sorbet	edible	toxic	feed	sicken	I used the sorbet to feed my boss. The sorbet is [MASK].	edible	toxic	1
artichoke	edible	poisonous	viable	deadly	The artichoke I brought home is viable. The artichoke is [MASK].	edible	poisonous	1
pipe	cylindrical	square	sphere	corner	The pipe fit perfectly in the sphere. The pipe is [MASK].	cylindrical	square	1
train car	open	unavailable	waiting	closed	Kim walked up to the train car and saw that it was waiting for passengers. The train car is [MASK].	open	unavailable	1
defibrillator	portable	stuck	simply	not	Mike could simply get the defibrillator out of the ambulance. The defibrillator is [MASK].	portable	stuck	1
soda fountain	popular	unpopular	enjoy	dislike	Most people enjoy the soda fountain. The soda fountain is [MASK].	popular	unpopular	1
dish	edible	spoiled	energized	nauseous	Wendy felt energized after eating lunch. The dish is [MASK].	edible	spoiled	1
bolt	open	sealed	easy	hard	The bank robbers took one look at the bolt and knew they were going to have an easy time. The bolt is [MASK].	open	sealed	1
cookie sheet	circular	square	diameter	width	The diameter of the pan is 12 inches. The cookie sheet is [MASK].	circular	square	1
pillow	empty	full	outside	inside	The feathers for the pillow were outside the pillow. The pillow is [MASK].	empty	full	1
porcupine	extinct	available	extinguished	thriving	If you are looking for a porcupine, they are extinguished. The porcupine is [MASK].	extinct	available	1
treasure	mine	hers	every	no	I have every right to keep the treasure. The treasure is [MASK].	mine	hers	1
hook	long	stumpy	reachable	unreachable	Hanging from the ceiling was reachable. The hook is [MASK].	long	stumpy	1
tube top	flat	curved	folding	wearing	The woman is folding the tube top. The tube top is [MASK].	flat	curved	1
plate	blank	filled	off	on	Karen scooped food off her plate. The plate is [MASK].	blank	filled	1
cardigan	long	shortened	knees	bellybutton	The cardigan stretch to Mike's knees. The cardigan is [MASK].	long	shortened	1
cardigan	long	cut	finished 	incomplete	Margaret's cardigan is finished . The cardigan is [MASK].	long	cut	1
brush	thick	sparse	ease	frustration	William picked up paint with his brush with ease. The brush is [MASK].	thick	sparse	1
biscuit	thin	fat	short	thick	The sandwich came on a short biscuit. The biscuit is [MASK].	thin	fat	1
train	here	missing	early	late	It looks like the train is early today. The train is [MASK].	here	missing	1
radar	active	off	green	dark	Fritz's radar light was green. The radar is [MASK].	active	off	1
van	empty	full	extra	no	There was extra room left over to load the van. The van is [MASK].	empty	full	1
brush	thick	meager	wavy	thin	Mercedes used the brush to comb her wavy hair. The brush is [MASK].	thick	meager	1
bagpipe	musical	fake	real	prop	The play used a real bagpipe for the production. The bagpipe is [MASK].	musical	fake	1
match	complete	starting	off	on	Mike watched the players run off the field. The match is [MASK].	complete	starting	1
sandal	long	small	perfect	tight	The sandal was perfect for Mike's big feet. The sandal is [MASK].	long	small	1
stalagmite	hard	soft	survived	noticed	Susan barely survived when she ran into the stalagmite. The stalagmite is [MASK].	hard	soft	1
whoopee cushion	edible	inedible	frosting	plastic	The unusual looking whoopee cushion was actualy made from frosting. The whoopee cushion is [MASK].	edible	inedible	1
camel	strong	weak	powerful	puny	The camel we saw was powerful. The camel is [MASK].	strong	weak	1
shoelace	elastic	brittle	stretched 	broke	When she pulled the shoelace it stretched . The shoelace is [MASK].	elastic	brittle	1
trap	empty	full	cheese	rat	The cheese was all that was Mary saw in the trap. The trap is [MASK].	empty	full	1
barrette	ornamental	functional	cute	helpful	She liked that the barrette was cute. The barrette is [MASK].	ornamental	functional	1
towel	warm	chilly	summer	winter	Jerry's towel has been outside in the summer. The towel is [MASK].	warm	chilly	1
book	fiction	non-fiction	exaggerated	histrocal	The story in the book was exaggerated when Tim read the passage. The book is [MASK].	fiction	non-fiction	1
corn	edible	inedible	dinner	decoration	Julia put some corn on the table for dinner. The corn is [MASK].	edible	inedible	1
charger	portable	immovable	bag	facility	The charger is in the equipment bag. The charger is [MASK].	portable	immovable	1
axe	sharp	dull	quickly	inefficiently	Billy chopped down a tree with his axe quickly. The axe is [MASK].	sharp	dull	1
fruit	edible	inedible	ripe	rotten	Mary saw the fruit looked ripe on the table. The fruit is [MASK].	edible	inedible	1
bottle	empty	full	finished	started	Sam had just finished the bottle. The bottle is [MASK].	empty	full	1
wrist	swollen	soothed	throbbing	calm	Rebecca's wrist was throbbing. The wrist is [MASK].	swollen	soothed	1
sundae	edible	inedible	licked	tossed	Shelly licked the sundae. The sundae is [MASK].	edible	inedible	1
oatmeal	edible	dirty	sugar	dust	Mike emptied a spoon full of sugar into the oatmeal. The oatmeal is [MASK].	edible	dirty	1
spam	anonymous	known	blurred	visible	The name on the spam posts was blurred in the bio. The spam is [MASK].	anonymous	known	1
pill	safe	unsafe	better	worse	You will feel better if you take the pill. The pill is [MASK].	safe	unsafe	1
lime	edible	toxic	fresh	rotten	The lime looked fresh when cutting into it. The lime is [MASK].	edible	toxic	1
ski pole	vertical	horizontal	ceiling	wall	All the ski poles were pointing toward the ceiling. The ski pole is [MASK].	vertical	horizontal	1
barcode	unique	common	None	All	None of the other packages had this barcode. The barcode is [MASK].	unique	common	1
cream cheese	sweet	spoiled	rich	outdated	I used some rich cream cheese on my bagel. The cream cheese is [MASK].	sweet	spoiled	1
hook	sharp	dull	easily	barely	The hook could easily pierce through the leather. The hook is [MASK].	sharp	dull	1
scoreboard	accurate	inaccurate	methodically	erratically	The scoreboard updated methodically. The scoreboard is [MASK].	accurate	inaccurate	1
baseball glove	plastic	leather	cheap	expensive	Bill's dad gave him an cheap baseball glove for his birthday. The baseball glove is [MASK].	plastic	leather	1
shell	smooth	bumpy	slick	jagged	The outside of the shell is slick. The shell is [MASK].	smooth	bumpy	1
goalpost	tall	short	reach	ankles	The goalpost was barely above Bills reach. The goalpost is [MASK].	tall	short	1
bomb	dead	functioning	deactivated	lost	The police officer deactivated the ticking bomb. The bomb is [MASK].	dead	functioning	1
bowl	round	flat	meal	mess	Susan poured the cereal into the bowl and made a meal. The bowl is [MASK].	round	flat	1
snow	heavy	light	large	small	A large amount of snow fell outside Susan's window. The snow is [MASK].	heavy	light	1
hot chocolate	good	bad	warm	cold	Alexei drank the warm hot chocolate. The hot chocolate is [MASK].	good	bad	1
urn	empty	filled	brought	removed	I brought the urn at the crematorium. The urn is [MASK].	empty	filled	1
sock	long	small	oversized	childlike	Bring me the sock that fits my oversized foot. The sock is [MASK].	long	small	1
gutter	clean	dirty	drinkable	brown	The water flowing from the gutter was drinkable. The gutter is [MASK].	clean	dirty	1
nightstand	empty	full	nothing	clutter	There is nothing in the nightstand in my room. The nightstand is [MASK].	empty	full	1
blanket	warm	thin	thick	transparent	Rebecca's blanket is very thick. The blanket is [MASK].	warm	thin	1
bamboo	edible	harmful	full	ill	The baby panda found eating made him full. The bamboo is [MASK].	edible	harmful	1
fork	long	tiny	adult	child	The fork was made for an adult. The fork is [MASK].	long	tiny	1
fire pit	empty	stuffed	gone	blazing	Leonard's fire is gone in the fire pit. The fire pit is [MASK].	empty	stuffed	1
palette	large	tiny	many	few	She was able to put many colors on the palette. The palette is [MASK].	large	tiny	1
barrette	ornamental	vital	attractive	required	I chose a barrette that was attractive. The barrette is [MASK].	ornamental	vital	1
baklava	long	tiny	forty	two	John looked in the window and saw a forty inch baklava. The baklava is [MASK].	long	tiny	1
garter	long	little	human	Barbie	Flora's garter is made for a human. The garter is [MASK].	long	little	1
balloon	hot	cool	travelling	celebrating	The balloon is for travelling. The balloon is [MASK].	hot	cool	1
pear	fruit	artificial	bit	painted	Teddy bit the pear. The pear is [MASK].	fruit	artificial	1
dalmatian	extinct	alive	centuries	hours	The dalmatian has not been seen in centuries. The dalmatian is [MASK].	extinct	alive	1
handprint	recognizable	foreign	son's	pen-pal's	Fatima is looking at her son's handprint. The handprint is [MASK].	recognizable	foreign	1
funnel	circular	flat	spinning	collapsed	The funnel is spinning. The funnel is [MASK].	circular	flat	1
zucchini	Italian	american	zucca	squash	Do you refer to your zucchini as zucca. The zucchini is [MASK].	Italian	american	1
stair	steep	flat	exhausted	fine	Riley was exhausted after climbing the stairs. The stair is [MASK].	steep	flat	1
soda	expensive	cheap	fancy	trashy	Kevin ordered a soda at a fancy restaurant. The soda is [MASK].	expensive	cheap	1
coffeemaker	simple	complicated	minutes	hours	It took Mike a few minutes to learn all of the coffeemaker's functions. The coffeemaker is [MASK].	simple	complicated	1
oil	good	bad	help	harm	Using the oil will help your car. The oil is [MASK].	good	bad	1
soccer ball	round	triangular	happy	disappointed	Bill was happy with his new soccer ball. The soccer ball is [MASK].	round	triangular	1
figurine	small	gigantic	shelf	atrium	The figurine filled the shelf. The figurine is [MASK].	small	gigantic	1
bush	dead	healthy	month	day	In hot weather the bush was watered once every month. The bush is [MASK].	dead	healthy	1
hot chocolate	hot	warm	scalded	comforted	I gave her hot chocolate that scalded her lips. The hot chocolate is [MASK].	hot	warm	1
sled	heavy	light	durable	flimsy	The sled is durable. The sled is [MASK].	heavy	light	1
pecan	edible	uneatable	kids	worms	Jane noticed that the kids had gotten into the jar of pecans. The pecan is [MASK].	edible	uneatable	1
broom	long	puny	standing	sitting	The broom was the perfect height for mike to sweep while standing. The broom is [MASK].	long	puny	1
sunflower	edible	harmful	feed	kill	Susan gave the sunflowers to the mice to feed them. The sunflower is [MASK].	edible	harmful	1
beehive	large	puny	thousands	dozens	The beehive housed thousands of bees. The beehive is [MASK].	large	puny	1
stool	empty	occupied	laid	sat	Sarah laid down next to Sam. The stool is [MASK].	empty	occupied	1
cot	warm	cold	sweated	shivered	Jimmy sweated in his cot. The cot is [MASK].	warm	cold	1
marshmallow	edible	inedible	sugar	clay	Justina's marshmallow was made out of sugar. The marshmallow is [MASK].	edible	inedible	1
gun	empty	full	not	just	Jane had not reloaded the gun. The gun is [MASK].	empty	full	1
vending machine	empty	full	no	many	There were no snacks in the vending machine. The vending machine is [MASK].	empty	full	1
shortbread	thin	thick	three	nine	The recipe called for the shortbread dough to be three millimeters thick. The shortbread is [MASK].	thin	thick	1
tool	free	expensive	inconsequential	devastating	It was financially inconsequential when the tool was broken. The tool is [MASK].	free	expensive	1
spur	long	petite	trainer	child	The spur fit the trainer. The spur is [MASK].	long	petite	1
scarf	long	short	knees	abdomen	The scarf I'm wearing reaches my knees. The scarf is [MASK].	long	short	1
diaper	wet	unspoiled	days	minutes	Mike had changed the babies diaper days ago. The diaper is [MASK].	wet	unspoiled	1
marijuana	illegal	legal	arrested	freed	Darlene was arrested while carrying marijuana. The marijuana is [MASK].	illegal	legal	1
treasure	there	here	see	touch	John was able to see the treasure. The treasure is [MASK].	there	here	1
screw	free	expensive	no	much	The screw cost me no money. The screw is [MASK].	free	expensive	1
suitcase	empty	full	unpacking	packing	Rachel was unpacking her suitcase. The suitcase is [MASK].	empty	full	1
valve	vertical	sideways	stood	laid	The valve from under Janet's sink stood on the counter. The valve is [MASK].	vertical	sideways	1
juice	bitter	refreshing	heat	cold	Bills juice bottle sat in the heat for most of the day. The juice is [MASK].	bitter	refreshing	1
pipe	hollow	filled	nothing	tobacco	Karl's pipe has nothing in it. The pipe is [MASK].	hollow	filled	1
skin	smooth	rough	not	desperately	Moisturizing cream is not needed for this skin. The skin is [MASK].	smooth	rough	1
star fruit	edible	poisonous	rain	metals	The star fruit grew in an area with lots of heavy rain. The star fruit is [MASK].	edible	poisonous	1
peg	empty	filled	much	no	There was much more room on the peg. The peg is [MASK].	empty	filled	1
fungus	edible	dangerous	smiled	frowned	The guide pointed to the fungus and smiled. The fungus is [MASK].	edible	dangerous	1
ear	large	small	above 	below	The girl's ears were above  average sized. The ear is [MASK].	large	small	1
coral	abundant	lacking	unconcerned	worried	The activists were unconcerned about the coral. The coral is [MASK].	abundant	lacking	1
chicken wire	thin	thick	easy	difficult	The chicken wire was extremely easy to cut with the small hand pliers. The chicken wire is [MASK].	thin	thick	1
fireplace	warm	frigid	minutes	hours	The fire in the fireplace had gone out minutes ago. The fireplace is [MASK].	warm	frigid	1
wrap	elastic	rigid	cloth	metal	Justine's wrap is made of cloth. The wrap is [MASK].	elastic	rigid	1
frog	edible	sick	healthy	poisoned	Ted, the frog, was healthy. The frog is [MASK].	edible	sick	1
mandolin	portable	stuck	real	wax	The person holding the mandolin is real. The mandolin is [MASK].	portable	stuck	1
popcorn	cold	scalding	expired	popped	The popcorn had just expired. The popcorn is [MASK].	cold	scalding	1
blueberry	edible	poisonous	healthy	dangerous	The blueberry in the salad is healthy. The blueberry is [MASK].	edible	poisonous	1
test tube	long	little	table	book	The test tube laid across the table. The test tube is [MASK].	long	little	1
papaya	edible	toxic	juicy	 rotting	Gina picked a very juicy papaya. The papaya is [MASK].	edible	toxic	1
mouse	small	enormous	grasshopper	cat	The mouse was almost as big as grasshopper. The mouse is [MASK].	small	enormous	1
goblet	empty	full	dry	wet	The king's goblet was dry. The goblet is [MASK].	empty	full	1
dumpling	edible	poisonous	delicious	unnatural	Angela's soup dumpling looked delicious. The dumpling is [MASK].	edible	poisonous	1
penguin	large	huge	mother	baby	Barack saw a mother penguin at the zoo. The penguin is [MASK].	large	huge	1
bubble wrap	edible	inedible	harmless	dire	Ingesting small amounts of this type of bubble wrap might result in harmless consequences. The bubble wrap is [MASK].	edible	inedible	1
aardvark	extinct	present	last	first	The last aardvark was photographed in 1927. The aardvark is [MASK].	extinct	present	1
envelope	empty	full	not	already	Susan had not stuffed the envelope. The envelope is [MASK].	empty	full	1
jewelry	expensive	cheap	rubies	plastic	The red bracelet was made of rubies. The jewelry is [MASK].	expensive	cheap	1
walnut	edible	toxic	real	painted	The walnut was real. The walnut is [MASK].	edible	toxic	1
syrup	edible	malodorous	sweet	bitter	Margaret smelled her bottle of maple syrup and it was bitter. The syrup is [MASK].	malodorous	edible	2
saucer	empty	filled	sink	cat	Minnie put the saucer next to the cat. The saucer is [MASK].	filled	empty	2
chili	hot	frozen	finger	spoon	Mike could not put a spoon into the chili. The chili is [MASK].	frozen	hot	2
toe	long	small	on	off	The toe-ring easily slipped off the toe. The toe is [MASK].	small	long	2
straw	long	tiny	bottom	wall	Jane's straw scrapes the wall of her cup. The straw is [MASK].	tiny	long	2
clove	edible	inedible	different	burnt	After cooking the close on the stove it was burnt. The clove is [MASK].	inedible	edible	2
mango	edible	artificial	grocery	toy	Taylor purchased the mango from the toy store. The mango is [MASK].	artificial	edible	2
bin	empty	full	finger	forklift	I was able to carry the bin with one forklift. The bin is [MASK].	full	empty	2
chisel	sharp	dull	efficiently	clumsily	Martin hacked away with his chisel clumsily. The chisel is [MASK].	dull	sharp	2
iron	iron	gold	household	art	The iron was designed for art projects. The iron is [MASK].	gold	iron	2
grapefruit	edible	indigestible	full	sick	My grapefruit made me sick. The grapefruit is [MASK].	indigestible	edible	2
paper plate	blank	covered	eaten	written	The children had written on the plate. The paper plate is [MASK].	covered	blank	2
raspberry	edible	destroyed	salad	trash	Bill put the raspberry in the trash. The raspberry is [MASK].	destroyed	edible	2
hail	cold	burning	froze	sizzled	When the hail touched Mary's skin it sizzled. The hail is [MASK].	burning	cold	2
lava	hot	cooled	red	black	The lava near the village was black. The lava is [MASK].	cooled	hot	2
box	empty	full	lite	heavy	Bill found the box to be quite heavy. The box is [MASK].	full	empty	2
cement mixer	portable	nonmobile 	truck	foundation	The cement mixer was attached to the foundation. The cement mixer is [MASK].	nonmobile 	portable	2
washcloth	clean	used	fresh	dirty	She handed me a dirty washcloth. The washcloth is [MASK].	used	clean	2
sandwich	edible	toxic	humans	aliens	The sandwich was made by aliens. The sandwich is [MASK].	toxic	edible	2
seaweed	edible	poisonous	purify	power	The new sushi places use seaweed from the ocean near the power plant. The seaweed is [MASK].	poisonous	edible	2
mouse	intelligent	dim	first	hundredth	The mouse navigated the maze on its hundredth try. The mouse is [MASK].	dim	intelligent	2
funnel	circular	nonspherical	round	cubed	Chuck used the cubed funnel. The funnel is [MASK].	nonspherical	circular	2
vacuum	real	fake	plastic	cardboard	The vacuum is made mostly of cardboard. The vacuum is [MASK].	fake	real	2
scalpel	long	miniature	hospital	dollhouse	The scalpel was made to be used in a dollhouse. The scalpel is [MASK].	miniature	long	2
iron	heavy	light	pressed	glided	The iron glided over the wrinkles. The iron is [MASK].	light	heavy	2
scoreboard	complete	incomplete	updated	tentative	We noticed the numbers on the scoreboard were tentative. The scoreboard is [MASK].	incomplete	complete	2
wedding cake	edible	inedible	eating	discarding	The guests at our wedding were discarding the slices of wedding cake. The wedding cake is [MASK].	inedible	edible	2
yogurt	sweet	sour	days	months	Jane found the yogurt hidden in the back of the fridge, months after purchasing it. The yogurt is [MASK].	sour	sweet	2
lamppost	tall	short	ladder	stepstool	In order to change the bulb in the lamppost, the man used a stepstool. The lamppost is [MASK].	short	tall	2
spear	long	stubby	feet	inches	The spear in the forest was six inches tall. The spear is [MASK].	stubby	long	2
spoon	empty	filled	finished	enjoying	John has been enjoying eating his soup. The spoon is [MASK].	filled	empty	2
life jacket	optional	mandatory	recommended	insisted	The pilot insisted we wear the life jacket. The life jacket is [MASK].	mandatory	optional	2
cocoon	elastic	unbending	flattered	shattered	Bill squeezed the cocoon and it shattered. The cocoon is [MASK].	unbending	elastic	2
blackberry	edible	rancid	plump	shriveled	The blackberry was shriveled. The blackberry is [MASK].	rancid	edible	2
raincoat	wet	dry	towel	duster	Bill cleaned up the raincoat with a duster. The raincoat is [MASK].	dry	wet	2
hot tub	free	expensive	unimpressive	impressive	The hot tub was impressive. The hot tub is [MASK].	expensive	free	2
makeup	perfect	ugly	Clean 	Runny	Bill told his wife her make up looked Runny. The makeup is [MASK].	ugly	perfect	2
plug	empty	full	unplugged	charging	Marco's laptop charger is charging. The plug is [MASK].	full	empty	2
eclair	edible	runny	peaks	rivulets	The cream for the eclair formed rivulets. The eclair is [MASK].	runny	edible	2
cuckoo clock	ancient	modern	springs	electricity	The cuckoo clock was powered by electricity. The cuckoo clock is [MASK].	modern	ancient	2
avocado	edible	baby	pear	acorn	The avocado was the size of a acorn. The avocado is [MASK].	baby	edible	2
scooter	portable	heavy	arm	forklift	Sarah could pick up the scooter with her forklift. The scooter is [MASK].	heavy	portable	2
swing	vertical	horizontal	forward	sideways	The swing was moving sideways when mark was on it. The swing is [MASK].	horizontal	vertical	2
grater	large	tiny	great	minimal	This grater is good for a minimal volume of food. The grater is [MASK].	tiny	large	2
dustpan	empty	full	light	heavy	The dustpan was heavy when Anna picked it up. The dustpan is [MASK].	full	empty	2
papaya	edible	inedible	food	waste	We decided the papya is waste. The papaya is [MASK].	inedible	edible	2
chair	empty	full	free	occupied	John saw that the chair was occupied. The chair is [MASK].	full	empty	2
