User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
9KNVR6X2DWC4,jeep,empty,full,deserted,driving,Angela's white jeep is deserted. The jeep is ____.,Angela's white jeep is driving. The jeep is ____.,No,No,No,No
XJKGQQWFXKTX,wagon,empty,overflowing,easy,hard,Bill had a easy time figuring out where to put the new cargo in his wagon. The wagon is ____.,Bill had a hard time figuring out where to put the new cargo in his wagon. The wagon is ____.,No,No,No,No
XH7FWCGRRXDJ,lumber,valuable,cheap,rare,common,The lumber Larry used for his furniture was rare. The lumber is ____.,The lumber Larry used for his furniture was common. The lumber is ____.,Yes,Yes,No,No
7G7NZEEGPR4K,skeleton,rigid,soft,Banged,Rubbed,The haunted skeleton Banged against the wall. The skeleton is ____.,The haunted skeleton Rubbed against the wall. The skeleton is ____.,No,No,No,Yes
XH7FWCGRRXDJ,bun,round,square,rolling,slicing,Martin made buns by rolling the dough. The bun is ____.,Martin made buns by slicing the dough. The bun is ____.,No,No,No,No
FPMCK2P37RW2,surfboard,rigid,flexible,verticle,bent,Will's surfboard was verticle. The surfboard is ____.,Will's surfboard was bent. The surfboard is ____.,No,No,No,No
XH7FWCGRRXDJ,stuffing,good,sub-par,restaurant,box,The stuffing came out of a restaurant. The stuffing is ____.,The stuffing came out of a box. The stuffing is ____.,No,No,No,No
FPMCK2P37RW2,chute,straight,bent,smooth,uneven,The ball's path through the chute  was smooth. The chute is ____.,The ball's path through the chute  was uneven. The chute is ____.,No,No,No,No
NFN2M74RPJ2Q,lamp,light,dark,bright,black,When she turned on the lamp the room was bright. The lamp is ____.,When she turned on the lamp the room was black. The lamp is ____.,Yes,No,No,No
9KNVR6X2DWC4,woman,dead,breathing,glassy,blinking,"Looking down at the scene of the accident, the officer could see the woman's eyes were glassy. The woman is ____.","Looking down at the scene of the accident, the officer could see the woman's eyes were blinking. The woman is ____.",No,No,No,No
FPMCK2P37RW2,punching bag,plastic,expensive,pretend,luxurious,Kyle's punching bag is pretend. The punching bag is ____.,Kyle's punching bag is luxurious. The punching bag is ____.,No,No,No,No
VNAQPVX4R36A,grater,large,tiny,great,minimal,This grater is good for a great volume of food. The grater is ____.,This grater is good for a minimal volume of food. The grater is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,nut,edible,toxic,full,unwell,Diane felt full after eating the walnuts. The nut is ____.,Diane felt unwell after eating the walnuts. The nut is ____.,No,No,No,No
9KNVR6X2DWC4,brush,thick,sparse,ease,frustration,William picked up paint with his brush with ease. The brush is ____.,William picked up paint with his brush with frustration. The brush is ____.,No,No,No,No
NFN2M74RPJ2Q,bagpipe,ancient,new,Antique ,Music,Marco found a set of bagpipes from the Antique  store. The bagpipe is ____.,Marco found a set of bagpipes from the Music store. The bagpipe is ____.,No,No,No,Yes
FWD4Z73KK6F6,hotdog,hot,chilly,oven,cooler,The man took the hotdog from the oven. The hotdog is ____.,The man took the hotdog from the cooler. The hotdog is ____.,No,Yes,No,No
9KNVR6X2DWC4,computer screen,empty,full,off,on,Patrick has his computer off. The computer screen is ____.,Patrick has his computer on. The computer screen is ____.,No,No,No,No
XH7FWCGRRXDJ,honey,sweet,sour,chocolate,lemon,The honey had been mixed with chocolate. The honey is ____.,The honey had been mixed with lemon. The honey is ____.,No,No,No,No
XH7FWCGRRXDJ,pipe,hollow,solid,through,against,The water flowed through the pipe. The pipe is ____.,The water flowed against the pipe. The pipe is ____.,No,No,No,No
XXKCFJGVJDTX,mouse,intelligent,unintelligent,fed,trapped,The mouse was fed by the cheese in the mousetrap. The mouse is ____.,The mouse was trapped by the cheese in the mousetrap. The mouse is ____.,No,No,Yes,No
VNAQPVX4R36A,penguin,large,huge,mother,baby,Barack saw a mother penguin at the zoo. The penguin is ____.,Barack saw a baby penguin at the zoo. The penguin is ____.,No,No,No,No
HKXM7AJCMHJQ,melon,edible,buggy,on,in,The beetles had gotten on the mellon. The melon is ____.,The beetles had gotten in the mellon. The melon is ____.,No,No,Yes,No
XH7FWCGRRXDJ,refrigerator,empty,full,scant,full,Mike was able to prepare a(n) scant dinner with what was in the refrigerator. The refrigerator is ____.,Mike was able to prepare a(n) full dinner with what was in the refrigerator. The refrigerator is ____.,No,Yes,No,No
9KNVR6X2DWC4,blanket,warm,thin,thick,transparent,Rebecca's blanket is very thick. The blanket is ____.,Rebecca's blanket is very transparent. The blanket is ____.,No,No,No,No
9KNVR6X2DWC4,stool,cold,warm,empty,occupied,The stool at the restaurant is empty. The stool is ____.,The stool at the restaurant is occupied. The stool is ____.,No,No,No,No
NFN2M74RPJ2Q,spool,long,little,canyon,sidewalk,There's enough string on the spool to span a canyon. The spool is ____.,There's enough string on the spool to span a sidewalk. The spool is ____.,No,No,No,No
76VNAHQ9VAC3,ginger,edible,inedible,lived,died,Boris grew ginger from a root and it lived. The ginger is ____.,Boris grew ginger from a root and it died. The ginger is ____.,No,No,Yes,No
FWD4Z73KK6F6,cornucopia,long,short,many,few,Adam was able to fill the cornucopia with many fruits. The cornucopia is ____.,Adam was able to fill the cornucopia with few fruits. The cornucopia is ____.,No,No,No,No
XH7FWCGRRXDJ,gravy,edible,unpalatable,beef,cardboard,Martina made her gravy out of beef. The gravy is ____.,Martina made her gravy out of cardboard. The gravy is ____.,No,No,No,No
NFN2M74RPJ2Q,peg,empty,solid,air,wood,The peg was filled with air. The peg is ____.,The peg was filled with wood. The peg is ____.,No,No,No,No
XH7FWCGRRXDJ,iron,heavy,floaty,solid,hollow,The core of the iron was solid. The iron is ____.,The core of the iron was hollow. The iron is ____.,No,No,No,No
9KNVR6X2DWC4,lemon,sweet,sour,organic,regular,The lemon for the lemonade was organic. The lemon is ____.,The lemon for the lemonade was regular. The lemon is ____.,No,No,Yes,Yes
FWD4Z73KK6F6,loveseat,there,shipped,porch ,truck,Frank got an email saying the loveseat was on the porch . The loveseat is ____.,Frank got an email saying the loveseat was on the truck. The loveseat is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,sewing kit,complete,incomplete,all,some,Chrissy's sewing kit included all types of thread. The sewing kit is ____.,Chrissy's sewing kit included some types of thread. The sewing kit is ____.,No,No,No,Yes
9KNVR6X2DWC4,plastic film,thin,thick,translucent,opaque,The film is very translucent. The plastic film is ____.,The film is very opaque. The plastic film is ____.,No,No,No,No
FPMCK2P37RW2,ring,empty,full,hiding,wearing,Ingrid had been hiding her ring. The ring is ____.,Ingrid had been wearing her ring. The ring is ____.,No,No,Yes,No
HWDQZR3ZTFRN,spear,long,stubby,feet,inches,The spear in the forest was six feet tall. The spear is ____.,The spear in the forest was six inches tall. The spear is ____.,No,No,No,No
XH7FWCGRRXDJ,soda,expensive,inexpensive,eight,two,Rob bought the sode bottle for eight dollars. The soda is ____.,Rob bought the sode bottle for two dollars. The soda is ____.,No,No,No,No
76VNAHQ9VAC3,snack,edible,harmful,full,sick,Eating the snack made bill full. The snack is ____.,Eating the snack made bill sick. The snack is ____.,No,Yes,No,No
9KNVR6X2DWC4,exhaust pipe,straight,curved,stops,bends,Mike set up the exhaust pipe so that it stops at the corner. The exhaust pipe is ____.,Mike set up the exhaust pipe so that it bends at the corner. The exhaust pipe is ____.,No,Yes,No,No
FPMCK2P37RW2,horn,long,tiny,wide,narrow,The horn takes up a wide storage space. The horn is ____.,The horn takes up a narrow storage space. The horn is ____.,No,No,No,No
NFN2M74RPJ2Q,pillow,warm,cold,toasty,frozen,Bill's pillow was toasty. The pillow is ____.,Bill's pillow was frozen. The pillow is ____.,Yes,No,No,No
XXKCFJGVJDTX,cabinet,empty,plentiful,now,later,Jane looked in the cabinet and knew she should go shopping now. The cabinet is ____.,Jane looked in the cabinet and knew she should go shopping later. The cabinet is ____.,No,No,No,No
9KNVR6X2DWC4,worm,alive,dead,missed,devoured,The fish missed the worm. The worm is ____.,The fish devoured the worm. The worm is ____.,No,No,No,No
EZCVAWE2HAMP,aquarium,empty,full,closed,open,Jimbo went to the fish wholesaler who was closed to buy fish for the aquarium. The aquarium is ____.,Jimbo went to the fish wholesaler who was open to buy fish for the aquarium. The aquarium is ____.,No,No,No,No
NFN2M74RPJ2Q,weed,edible,toxic,salad,wreath,Bill picked the weeds to make a salad. The weed is ____.,Bill picked the weeds to make a wreath. The weed is ____.,No,No,No,No
XH7FWCGRRXDJ,coat,simple,fancy,bored,impressed,Mike's new coat bored the other party guests. The coat is ____.,Mike's new coat impressed the other party guests. The coat is ____.,No,No,No,No
NFN2M74RPJ2Q,wax,liquid,mushy,lit,extinguished,The candle was recently lit. The wax is ____.,The candle was recently extinguished. The wax is ____.,No,No,No,No
HWDQZR3ZTFRN,gourd,edible,toxic,delicious,deadly,Frank ate the delicious gourd. The gourd is ____.,Frank ate the deadly gourd. The gourd is ____.,No,Yes,Yes,No
XH7FWCGRRXDJ,mail,free,expensive,no,several,It required no stamps for it to be sent. The mail is ____.,It required several stamps for it to be sent. The mail is ____.,No,No,No,No
9KNVR6X2DWC4,pearl,there,missing,found,lost,We found the pearl. The pearl is ____.,We lost the pearl. The pearl is ____.,No,No,No,No
EZCVAWE2HAMP,wreath,heavy,light,wood,plastic,Tina made her wreath this year from wood. The wreath is ____.,Tina made her wreath this year from plastic. The wreath is ____.,No,No,No,No
XH7FWCGRRXDJ,charger,portable,immobile,stone,ounces,The charger weighed ten stone. The charger is ____.,The charger weighed ten ounces. The charger is ____.,No,No,No,No
9KNVR6X2DWC4,goalpost,vertical,horizontal,perpendicular,parallel,The goalpost is perpendicular to the ground. The goalpost is ____.,The goalpost is parallel to the ground. The goalpost is ____.,No,No,No,No
FPMCK2P37RW2,hotdog,hot,chilly,oven,cooler,The man took the hotdog from the oven. The hotdog is ____.,The man took the hotdog from the cooler. The hotdog is ____.,No,No,No,No
XJKGQQWFXKTX,solar panel,passive,active,sunlight,pumps,The solar panel was powered by sunlight. The solar panel is ____.,The solar panel was powered by pumps. The solar panel is ____.,No,No,No,No
XXKCFJGVJDTX,wrist,swollen,soothed,throbbing,calm,Rebecca's wrist was throbbing. The wrist is ____.,Rebecca's wrist was calm. The wrist is ____.,No,No,No,No
HKXM7AJCMHJQ,worm,alive,dead,missed,devoured,The fish missed the worm. The worm is ____.,The fish devoured the worm. The worm is ____.,No,No,No,No
FPMCK2P37RW2,cup,empty,overflowing,thirsty,wet,Bill tried to drink from the cup and was left thirsty. The cup is ____.,Bill tried to drink from the cup and was left wet. The cup is ____.,No,No,No,No
XH7FWCGRRXDJ,banana peel,edible,inedible,pan,garbage,Mary's banana peel is in the pan. The banana peel is ____.,Mary's banana peel is in the garbage. The banana peel is ____.,No,No,No,No
9KNVR6X2DWC4,shoelace,long,short,adults,babies,Robert's shoelace was for adults. The shoelace is ____.,Robert's shoelace was for babies. The shoelace is ____.,No,No,No,No
FPMCK2P37RW2,mailbox,open,shut,ajar,locked,Georgina rushed to the mailbox for her letters but it was ajar. The mailbox is ____.,Georgina rushed to the mailbox for her letters but it was locked. The mailbox is ____.,Yes,No,No,No
XH7FWCGRRXDJ,tongue,soft,hard,sauteed,burned,The chef sauteed the tongue. The tongue is ____.,The chef burned the tongue. The tongue is ____.,No,No,No,No
XH7FWCGRRXDJ,jalapeno,extinct,alive,unavailable,available,Jalapenos are unavailable anywhere. The jalapeno is ____.,Jalapenos are available anywhere. The jalapeno is ____.,No,No,No,No
FWD4Z73KK6F6,cereal,free,expensive,coupons,credit,Mando had to use coupons to buy the cereal. The cereal is ____.,Mando had to use credit to buy the cereal. The cereal is ____.,Yes,No,Yes,No
XH7FWCGRRXDJ,telephone pole,horizontal,standing,rolled,climbed,Margaret rolled the telephone pole. The telephone pole is ____.,Margaret climbed the telephone pole. The telephone pole is ____.,No,No,No,No
EZCVAWE2HAMP,train car,empty,full,gaining,losing,The train car was gaining speed because of the cargo cars. The train car is ____.,The train car was losing speed because of the cargo cars. The train car is ____.,No,No,No,No
9KNVR6X2DWC4,napkin,clean,dirty,washed,used,Tommy washed the napkin on the table. The napkin is ____.,Tommy used the napkin on the table. The napkin is ____.,Yes,No,No,No
FWD4Z73KK6F6,star fruit,fruit,fake,grocery,candle,Bill got the star fruit from the grocery store. The star fruit is ____.,Bill got the star fruit from the candle store. The star fruit is ____.,No,No,No,No
XH7FWCGRRXDJ,cornmeal,edible,rotten,desert,sick,Mike's family got desert after eating the cornmeal. The cornmeal is ____.,Mike's family got sick after eating the cornmeal. The cornmeal is ____.,No,No,No,No
9KNVR6X2DWC4,seal,unique,common,marveled,recognized,I looked at the seal and marveled it. The seal is ____.,I looked at the seal and recognized it. The seal is ____.,No,No,No,No
NFN2M74RPJ2Q,card,empty,full,void,crammed,Tommy's birthday card was void with written messages from his coworkers. The card is ____.,Tommy's birthday card was crammed with written messages from his coworkers. The card is ____.,Yes,Yes,No,No
HWDQZR3ZTFRN,spoon,empty,filled,finished,enjoying,John has been finished eating his soup. The spoon is ____.,John has been enjoying eating his soup. The spoon is ____.,No,No,No,No
9KNVR6X2DWC4,closet,open,closed,shelves,door,Phillip wanted to be able to see the closet shelves. The closet is ____.,Phillip wanted to be able to see the closet door. The closet is ____.,No,No,Yes,Yes
76VNAHQ9VAC3,bolt,open,closed,free,occupied,The bathroom was free. The bolt is ____.,The bathroom was occupied. The bolt is ____.,Yes,Yes,No,Yes
NFN2M74RPJ2Q,pet food,available,unavailable,happy,hungry,Tonight Mike's pets would be happy. The pet food is ____.,Tonight Mike's pets would be hungry. The pet food is ____.,No,No,No,No
FPMCK2P37RW2,lizard,extinct,existing,paleontologists,zoologists,They are studied by paleontologists. The lizard is ____.,They are studied by zoologists. The lizard is ____.,No,No,No,No
XH7FWCGRRXDJ,teapot,cold,hot,silent,whistling,Mary put the teapot on the stove and it was silent. The teapot is ____.,Mary put the teapot on the stove and it was whistling. The teapot is ____.,No,No,No,No
FPMCK2P37RW2,tripod,circular,square,nicely,wrongly,The camera fit nicely on the tripod. The tripod is ____.,The camera fit wrongly on the tripod. The tripod is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,candy cane,edible,poisonous,peppermint,chemicals,Jerry's candy cane was made from peppermint. The candy cane is ____.,Jerry's candy cane was made from chemicals. The candy cane is ____.,No,No,No,No
XH7FWCGRRXDJ,chick,dead,chirping,silent,chipper,Justine went to look for the chick in the barn and it was silent. The chick is ____.,Justine went to look for the chick in the barn and it was chipper. The chick is ____.,No,Yes,No,No
HWDQZR3ZTFRN,backpack,heavy,light,rocks,feathers,Jane filled the backpack with rocks. The backpack is ____.,Jane filled the backpack with feathers. The backpack is ____.,No,No,No,No
VNAQPVX4R36A,bed,comfortable,miserable,down,stone,John's bed is made of down. The bed is ____.,John's bed is made of stone. The bed is ____.,No,No,No,No
XH7FWCGRRXDJ,harp,sacred,profane,angel,demon,The angel calmly strummed the harp. The harp is ____.,The demon calmly strummed the harp. The harp is ____.,No,No,No,No
9KNVR6X2DWC4,go-kart,stationary,leaving,Waiting,Driving,Jimmy daw the go kart and was nervous about Waiting later in the day. The go-kart is ____.,Jimmy daw the go kart and was nervous about Driving later in the day. The go-kart is ____.,No,No,No,No
NFN2M74RPJ2Q,accordion,portable,stuck,aware,unsure,Jill was aware of how she would get the accordion into her car. The accordion is ____.,Jill was unsure of how she would get the accordion into her car. The accordion is ____.,No,No,No,No
NFN2M74RPJ2Q,ostrich,large,tiny,broken,left,Jill realized her pet ostrich had broken the bed. The ostrich is ____.,Jill realized her pet ostrich had left the bed. The ostrich is ____.,No,No,No,Yes
XH7FWCGRRXDJ,minivan,expensive,cheap,new,used,Doreen bought her minivan new. The minivan is ____.,Doreen bought her minivan used. The minivan is ____.,No,No,No,No
VNAQPVX4R36A,shrimp,edible,spoiled,lake,trash,Billy found the shrimp in the lake. The shrimp is ____.,Billy found the shrimp in the trash. The shrimp is ____.,No,No,Yes,No
9KNVR6X2DWC4,cardigan,long,shortened,knees,bellybutton,The cardigan stretch to Mike's knees. The cardigan is ____.,The cardigan stretch to Mike's bellybutton. The cardigan is ____.,No,No,No,No
76VNAHQ9VAC3,lampshade,light,dark,bright,dim,The glow from the lamp was bright. The lampshade is ____.,The glow from the lamp was dim. The lampshade is ____.,Yes,Yes,No,Yes
XH7FWCGRRXDJ,jukebox,musical,melodious,singing,dancing,Mary was singing along with the jukebox. The jukebox is ____.,Mary was dancing along with the jukebox. The jukebox is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,lemon,edible,green,yellow,bitter,"In the orchard, the lemon on the tree is yellow. The lemon is ____.","In the orchard, the lemon on the tree is bitter. The lemon is ____.",No,No,No,Yes
XH7FWCGRRXDJ,squirrel,large,small,massive,tiny,I saw a massive squirrel yesterday. The squirrel is ____.,I saw a tiny squirrel yesterday. The squirrel is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,peanut,edible,seedling,bowl,dirt,The peanut is in the bowl. The peanut is ____.,The peanut is in the dirt. The peanut is ____.,No,No,No,No
9KNVR6X2DWC4,barrel,round,square,roll,stack,"By laying the barrels on their sides, mike was able to roll them. The barrel is ____.","By laying the barrels on their sides, mike was able to stack them. The barrel is ____.",No,No,No,Yes
EZCVAWE2HAMP,toe,swollen,regular,enlarged,fine,I noticed the toe was enlarged. The toe is ____.,I noticed the toe was fine. The toe is ____.,Yes,No,No,No
EZCVAWE2HAMP,melon,edible,discoloured,green,rotten,Carla walked outside to look at her green melon. The melon is ____.,Carla walked outside to look at her rotten melon. The melon is ____.,No,No,No,No
XXKCFJGVJDTX,soda,bitter,sweet,acid,sugar,The soda was made with plenty of acid. The soda is ____.,The soda was made with plenty of sugar. The soda is ____.,No,No,No,No
9KNVR6X2DWC4,jam,good,bad,sweet,sour,The jam was sweet. The jam is ____.,The jam was sour. The jam is ____.,No,No,No,Yes
XH7FWCGRRXDJ,bedpost,wooden,metal,Carved,Welded,Bob Carved his bed post for his room. The bedpost is ____.,Bob Welded his bed post for his room. The bedpost is ____.,Yes,No,No,No
XH7FWCGRRXDJ,breadstick,edible,toxic,full,sick,The breastick she gave me made me full. The breadstick is ____.,The breastick she gave me made me sick. The breadstick is ____.,No,No,No,No
XH7FWCGRRXDJ,air conditioner,portable,stuck,window,central,Repairing an air conditioner can be tricky depending on whether or not it is a window model. The air conditioner is ____.,Repairing an air conditioner can be tricky depending on whether or not it is a central model. The air conditioner is ____.,No,No,No,No
NFN2M74RPJ2Q,latch,open,locked,breached,secured,The barn door had been breached. The latch is ____.,The barn door had been secured. The latch is ____.,No,Yes,No,No
XXKCFJGVJDTX,raccoon,intelligent,unintelligent,open,closed,The lid on the trash can near the raccoon was open. The raccoon is ____.,The lid on the trash can near the raccoon was closed. The raccoon is ____.,No,No,Yes,Yes
FWD4Z73KK6F6,peanut butter,edible,unpalatable,nutritious,rank,I put the nutritious peanut butter on my sandwich. The peanut butter is ____.,I put the rank peanut butter on my sandwich. The peanut butter is ____.,Yes,No,No,No
NFN2M74RPJ2Q,hot tub,empty,overflowing,broken,running,The hot tub in Jerry's room was broken. The hot tub is ____.,The hot tub in Jerry's room was running. The hot tub is ____.,No,No,No,No
FPMCK2P37RW2,ice-cream cone,edible,toxic,Sugar,Oil,Tim hit the bottle and Sugar Spilled on the ice cream cone. The ice-cream cone is ____.,Tim hit the bottle and Oil Spilled on the ice cream cone. The ice-cream cone is ____.,No,No,No,No
XH7FWCGRRXDJ,spam,anonymous,identified,closed,open,After running a spam trace the names were behind a(n) closed firewall. The spam is ____.,After running a spam trace the names were behind a(n) open firewall. The spam is ____.,No,No,No,No
9KNVR6X2DWC4,taffy,cold,warm,fridge,microwave,Teddy put the taffy in the fridge. The taffy is ____.,Teddy put the taffy in the microwave. The taffy is ____.,No,No,No,No
FPMCK2P37RW2,pepperoni,edible,inedible,crisper,dishwater,The pepperoni had been sitting in the crisper. The pepperoni is ____.,The pepperoni had been sitting in the dishwater. The pepperoni is ____.,No,No,No,No
FPMCK2P37RW2,manhole,open,closed,street,hole,The metal lid for the manhole was in the street. The manhole is ____.,The metal lid for the manhole was in the hole. The manhole is ____.,No,No,No,No
XH7FWCGRRXDJ,first-aid kit,portable,immovable,carried,glued,The doctor carried the first-aid kit. The first-aid kit is ____.,The doctor glued the first-aid kit. The first-aid kit is ____.,No,Yes,No,No
9KNVR6X2DWC4,hotdog,hot,frozen,ate,stored,Lola ate the hot dogs. The hotdog is ____.,Lola stored the hot dogs. The hotdog is ____.,No,No,No,No
XJKGQQWFXKTX,palm tree,extinct,existing,appalled,relieved,The scientists were appalled about the news for the palm tree. The palm tree is ____.,The scientists were relieved about the news for the palm tree. The palm tree is ____.,No,No,No,No
9KNVR6X2DWC4,wax paper,thick,skinny,opaque,transparent,Cara used opaque wax paper for decoration. The wax paper is ____.,Cara used transparent wax paper for decoration. The wax paper is ____.,No,No,Yes,No
FPMCK2P37RW2,cage,empty,stuffed,light,heavy,The baggage handlers noticed that the animal cage was very light. The cage is ____.,The baggage handlers noticed that the animal cage was very heavy. The cage is ____.,No,No,No,No
NFN2M74RPJ2Q,owl,large,puny,accurate,misleading,The enormous shadow of the owl was accurate. The owl is ____.,The enormous shadow of the owl was misleading. The owl is ____.,No,No,No,No
W9XTVGDF6CV4,tattoo,real,unreal,man,child,The tattoo was on the man. The tattoo is ____.,The tattoo was on the child. The tattoo is ____.,No,No,No,No
VNAQPVX4R36A,teapot,cold,warm,never,just,Bill had never used the teapot. The teapot is ____.,Bill had just used the teapot. The teapot is ____.,No,No,No,No
XJKGQQWFXKTX,ballot box,empty,full,nobody,everyone,nobody showed up to vote at the ballot box. The ballot box is ____.,everyone showed up to vote at the ballot box. The ballot box is ____.,No,No,No,No
EZCVAWE2HAMP,speedometer,accurate,wrong,right,broken,Helen glanced at the speedometer and knew it was right. The speedometer is ____.,Helen glanced at the speedometer and knew it was broken. The speedometer is ____.,Yes,No,No,No
XH7FWCGRRXDJ,bok choy,Korean,local,kimchi,dill,Oliver's bok choy in Germany contained kimchi. The bok choy is ____.,Oliver's bok choy in Germany contained dill. The bok choy is ____.,No,No,No,No
9KNVR6X2DWC4,mustache,short,long,shaved,trimmed,Raphael had his mustache shaved. The mustache is ____.,Raphael had his mustache trimmed. The mustache is ____.,No,No,No,Yes
NFN2M74RPJ2Q,beanbag,portable,immobile,easy,impossible,Janet's new beanbag was easy to lift. The beanbag is ____.,Janet's new beanbag was impossible to lift. The beanbag is ____.,No,No,No,No
9KNVR6X2DWC4,duct,long,short,slowly,quickly ,The air traveled slowly through the duct before reaching the vent. The duct is ____.,The air traveled quickly  through the duct before reaching the vent. The duct is ____.,No,No,No,No
76VNAHQ9VAC3,mug,empty,full,clean,steaming,Jenny's mug is clean. The mug is ____.,Jenny's mug is steaming. The mug is ____.,No,No,No,No
XH7FWCGRRXDJ,spool,long,stub,numerous,few,The spool held numerous coils. The spool is ____.,The spool held few coils. The spool is ____.,No,No,No,No
XXKCFJGVJDTX,cash register,open,shut,started,finished,Emily started counting the cash in the cash register. The cash register is ____.,Emily finished counting the cash in the cash register. The cash register is ____.,No,No,No,Yes
9KNVR6X2DWC4,record,incomplete,finished,played,lowered,The members of the band played their instruments in the recording studio. The record is ____.,The members of the band lowered their instruments in the recording studio. The record is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,chessboard,flat,uneven,discolored,warped,"The water damage had left the chessboard discolored, but otherwise undamaged. The chessboard is ____.","The water damage had left the chessboard warped, but otherwise undamaged. The chessboard is ____.",No,Yes,No,No
XJKGQQWFXKTX,knitting needle,circular,flat,round,level,The seamstress expertly knitted using the round needle. The knitting needle is ____.,The seamstress expertly knitted using the level needle. The knitting needle is ____.,Yes,Yes,No,No
HWDQZR3ZTFRN,thorn,sharp,soft,painful,comfortable,It was painful to hold the thorn. The thorn is ____.,It was comfortable to hold the thorn. The thorn is ____.,No,Yes,No,No
XH7FWCGRRXDJ,beanbag,portable,heavy,carried,lugged,Barb carried the beanbag out of the corner. The beanbag is ____.,Barb lugged the beanbag out of the corner. The beanbag is ____.,No,No,No,No
XH7FWCGRRXDJ,pocket,large,tiny,notebook,penny,Ronald put the notebook in his pocket. The pocket is ____.,Ronald put the penny in his pocket. The pocket is ____.,No,No,No,No
NFN2M74RPJ2Q,hair,long,short,waist,neck,The girl's hair landed at her waist. The hair is ____.,The girl's hair landed at her neck. The hair is ____.,No,No,No,No
FPMCK2P37RW2,sloth,edible,inedible,full,nauseous,Jack felt full after eating the roasted sloth. The sloth is ____.,Jack felt nauseous after eating the roasted sloth. The sloth is ____.,No,No,No,No
XJKGQQWFXKTX,tortilla,edible,poisonous,praised,warned,Richard was praised about the tortilla. The tortilla is ____.,Richard was warned about the tortilla. The tortilla is ____.,No,No,No,No
9KNVR6X2DWC4,zucchini,edible,toxic,oil,asbestos,The zucchini is covered in oil. The zucchini is ____.,The zucchini is covered in asbestos. The zucchini is ____.,No,No,No,No
FPMCK2P37RW2,turbine,vertical,horizontal,standing,sideways,The engineer admired the wind turbine as it lie standing. The turbine is ____.,The engineer admired the wind turbine as it lie sideways. The turbine is ____.,No,No,No,No
9KNVR6X2DWC4,hay,cold,scalding,snow,cauldron,The hay was in the snow. The hay is ____.,The hay was in the cauldron. The hay is ____.,No,No,No,No
NFN2M74RPJ2Q,flower,purple,green,prominent,concealed,The flower was prominent due to the grass around it. The flower is ____.,The flower was concealed due to the grass around it. The flower is ____.,No,No,No,No
EZCVAWE2HAMP,basket,round,square,ball,box,The basket could fit a ball easily. The basket is ____.,The basket could fit a box easily. The basket is ____.,No,Yes,Yes,Yes
FPMCK2P37RW2,swimsuit,transparent,appropriate,horrified,comforted,The nuns were horrified by her swimsuit. The swimsuit is ____.,The nuns were comforted by her swimsuit. The swimsuit is ____.,No,No,No,No
XH7FWCGRRXDJ,bamboo,edible,poisonous,satisfied,sick,The panda felt satisfied after eating. The bamboo is ____.,The panda felt sick after eating. The bamboo is ____.,No,No,No,No
VNAQPVX4R36A,bin,open,blocked,inside,on,I put the trash inside the bin. The bin is ____.,I put the trash on the bin. The bin is ____.,No,No,No,No
FPMCK2P37RW2,cup,empty,full,clear,overflowing,I was trying to drink from the clear cup. The cup is ____.,I was trying to drink from the overflowing cup. The cup is ____.,No,Yes,Yes,No
9KNVR6X2DWC4,nail polish,expensive,free,Chanel,Mary,Jenny got her new nail polish from Chanel. The nail polish is ____.,Jenny got her new nail polish from Mary. The nail polish is ____.,No,No,No,Yes
FPMCK2P37RW2,pom-pom,circular,angled,toss,throw,the cheerleader was about to toss the pom-pom to her teammate. The pom-pom is ____.,the cheerleader was about to throw the pom-pom to her teammate. The pom-pom is ____.,No,No,Yes,Yes
EZCVAWE2HAMP,towel,warm,freezing,stove,ice,Patricia left the towel on the stove. The towel is ____.,Patricia left the towel on the ice. The towel is ____.,No,No,No,No
FPMCK2P37RW2,measuring cup,circular,heart,basketball,love,The measuring cup reminded Kim of basketball. The measuring cup is ____.,The measuring cup reminded Kim of love. The measuring cup is ____.,No,No,No,No
76VNAHQ9VAC3,ice cream,good,bad,sweet,sour,Julie's ice cream tasted sweet. The ice cream is ____.,Julie's ice cream tasted sour. The ice cream is ____.,No,No,No,No
XH7FWCGRRXDJ,funnel,round,prism,circular,angled,The rim of the funnel is circular. The funnel is ____.,The rim of the funnel is angled. The funnel is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,pita,large,small,extra,less,Jimbo ordered a pita with extra meat. The pita is ____.,Jimbo ordered a pita with less meat. The pita is ____.,No,No,No,No
