Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
curb	free	expensive	gave	overcharged	The workers [MASK] me for the curb. The curb is free.	gave	overcharged	3
chest	bare	full	normal	abnormal	Jim realized the chest felt [MASK] when trying to lift it. The chest is bare.	normal	abnormal	3
honeypot	empty	full	light	heavy	Winnie's jar of honey was [MASK]. The honeypot is empty.	light	heavy	3
wall	there	here	tomorrow	now	If Mike's navigation was accurate he should be at the wall [MASK]. The wall is there.	tomorrow	now	3
gel	edible	inedible	mint	silicone	Susan used a gel made of [MASK] to decorate the display. The gel is edible.	mint	silicone	3
biscuit	thin	plump	flat	fluffy	Dinner was served with a [MASK] biscuit. The biscuit is thin.	flat	fluffy	3
scoop	easy	overbearing	simple	exhausting	I found the scoop to be [MASK]. The scoop is easy.	simple	exhausting	3
basket	round	square	ball	box	The basket could fit a [MASK] easily. The basket is round.	ball	box	3
power line	underground	hanging	pipes	roofs	The plans for the power lines were in [MASK] when printing them. The power line is underground.	pipes	roofs	3
snail	edible	molly	kitchen	aquarium	The snail was in the [MASK]. The snail is edible.	kitchen	aquarium	3
cream cheese	edible	inedible	food	fake	The cream cheese in the container is [MASK]. The cream cheese is edible.	food	fake	3
blueberry	edible	cotton	eat	launder	I was able to [MASK] the blueberry. The blueberry is edible.	eat	launder	3
headdress	optional	necessary	bed	ceremony	The Native American chief was in a [MASK]. The headdress is optional.	bed	ceremony	3
golf club	private	public	club	street	The golf club was allowing people from the [MASK] the other day. The golf club is private.	club	street	3
cocoon	elastic	hard	bounced	broke	Matt hit the cocoon with a broom and it [MASK] off the side. The cocoon is elastic.	bounced	broke	3
bucket	full	unused	spilled	purchased	Brandy just [MASK] the bucket. The bucket is full.	spilled	purchased	3
cream	perfect	old	days	months	Roland bought the cream [MASK] ago. The cream is perfect.	days	months	3
sled	heavy	flimsy	trudged	zipped	Donald's [MASK] his sled across the snow. The sled is heavy.	trudged	zipped	3
wreath	heavy	light	wood	plastic	Tina made her wreath this year from [MASK]. The wreath is heavy.	wood	plastic	3
blanket	warm	cold	boy	snow	John's blanket is on the [MASK]. The blanket is warm.	boy	snow	3
ginger	edible	inedible	lived	died	Boris grew ginger from a root and it [MASK]. The ginger is edible.	lived	died	3
soap	good	ineffective	clean	dirty	After using the soap I felt [MASK]. The soap is good.	clean	dirty	3
robot	dead	functional	vulnerable	impervious	The robot sat on the rock, [MASK] to the intense EMP attack leveled against it. The robot is dead.	vulnerable	impervious	3
buffet	free	expensive	skip	attend	Susan could no afford to [MASK] the buffet. The buffet is free.	skip	attend	3
twig	long	short	forty	two	The tree is [MASK] years old. The twig is long.	forty	two	3
lawnmower	portable	stuck	use	display	Finn's lawnmower is made for [MASK]. The lawnmower is portable.	use	display	3
pogo stick	plastic	glass	fun	dangerous	Susan's new pogo stick was very [MASK] to use. The pogo stick is plastic.	fun	dangerous	3
oyster	edible	inedible	salty	feculent	The oyster smelled [MASK]. The oyster is edible.	salty	feculent	3
drumstick	musical	chicken	hit	consumed	Peter [MASK] his drumstick. The drumstick is musical.	hit	consumed	3
ice cream	good	bad	sweet	sour	Julie's ice cream tasted [MASK]. The ice cream is good.	sweet	sour	3
gravy	edible	inedible	safe	dangerous	I took one look at the gravy and realized that it was [MASK] to eat. The gravy is edible.	safe	dangerous	3
lens	sharp	soft	vibrant	dull	The picture Martha took was [MASK] using her new lens. The lens is sharp.	vibrant	dull	3
diving board	portable	stuck	clamps	cement	The bottom of the diving board had [MASK]. The diving board is portable.	clamps	cement	3
pulpit	high	short	barely	easily	The audience could [MASK] see the speaker over the pulpit. The pulpit is high.	barely	easily	3
stem	smooth	thorny	sunflower	rose	Donald looked outside and saw a [MASK]. The stem is smooth.	sunflower	rose	3
charcoal	hot	cold	burned	dirtied	The charcoal [MASK] the man's hand while it snowed. The charcoal is hot.	burned	dirtied	3
hail	heavy	light	injured	unharmed	The lizard was [MASK] during the hail. The hail is heavy.	injured	unharmed	3
silverware	silver	gold	grey	amber	Tina opened up the drawer to find [MASK] silverware. The silverware is silver.	grey	amber	3
visor	transparent	cloudy	warm	cold	Jim's face was [MASK] after wearing the visor outside. The visor is transparent.	warm	cold	3
moccasin	edible	poisonous	flour	pastic	Lydia made a moccasin from [MASK]. The moccasin is edible.	flour	pastic	3
plum	edible	infested	untarnished	worm-eaten	The fresh-picked plum was [MASK]. The plum is edible.	untarnished	worm-eaten	3
barrel	empty	full	tip	middle	The bullet passed through the [MASK] of the barrel. The barrel is empty.	tip	middle	3
gel	liquid	solid	runny	hard	I wasn't able to use the gel because it was [MASK]. The gel is liquid.	runny	hard	3
test tube	cylindrical	angular	standard	exotic	Mike showed off his collection of [MASK] test tubes. The test tube is cylindrical.	standard	exotic	3
soup	hot	cold	stove	refrigerator	Thomas removed the soup from the [MASK]. The soup is hot.	stove	refrigerator	3
prism	circular	star	rounded	pointed	After doing some math Rick realized the output is [MASK] for the casing. The prism is circular.	rounded	pointed	3
fingerprint	visible	invisible	dirty	clean	Dwayne's phone was [MASK] after he touched it. The fingerprint is visible.	dirty	clean	3
credit card	valid	expired	approved 	declined	Maria's credit card was [MASK] during checkout. The credit card is valid.	approved 	declined	3
hay	cold	hot	winter	summer	The hay is in the barn during the [MASK]. The hay is cold.	winter	summer	3
milk	bitter	sugary	lemon	sugar	Don had added [MASK] to his milk. The milk is bitter.	lemon	sugar	3
go-kart	fast	slow	first	last	Marcy was in [MASK] place when racing her brothers in go-karts. The go-kart is fast.	first	last	3
marble	precious	common	manor	pre-fab	The marble was installed in a [MASK] house. The marble is precious.	manor	pre-fab	3
shortbread	edible	inedible	swallowed	spit	Julie put the shorbread in her mouth and quickly [MASK] it. The shortbread is edible.	swallowed	spit	3
totem pole	ceremonial	informal	authenticated	drawn	The totem pole Erica saw was [MASK]. The totem pole is ceremonial.	authenticated	drawn	3
cobra	poisonous	safe	dangerous	innocuous	The cobra slithering into the room was obviously [MASK]. The cobra is poisonous.	dangerous	innocuous	3
hot tub	open	shut	removed	secured	The lid of the hot tub was [MASK]. The hot tub is open.	removed	secured	3
awning	long	short	distant	near	The awning stopped [MASK] to the house. The awning is long.	distant	near	3
hole	there	here	store	home	Her shirt was ripped at the [MASK]. The hole is there.	store	home	3
lizard	extinct	existing	paleontologists	zoologists	They are studied by [MASK]. The lizard is extinct.	paleontologists	zoologists	3
pepperoni	edible	inedible	crisper	dishwater	The pepperoni had been sitting in the [MASK]. The pepperoni is edible.	crisper	dishwater	3
rifle	heavy	light	wagon	strap	We carried the rifle with a [MASK]. The rifle is heavy.	wagon	strap	3
crown	gold	copper	precious	common	The crown is made from [MASK] material. The crown is gold.	precious	common	3
ear	open	shut	Applying	covering	Jim had hut his ear [MASK] ice. The ear is open.	Applying	covering	3
birdhouse	free	expensive	nothing	heaps	The birdhouse I purchased cost [MASK]. The birdhouse is free.	nothing	heaps	3
cushion	soft	hard	spongy	firm	The cushion felt [MASK]. The cushion is soft.	spongy	firm	3
prism	spherical	angular	Smooth	Pointed	The math equation predicted the [MASK] edges of the prism. The prism is spherical.	Smooth	Pointed	3
spatula	long	short	fourteen	six	Ashton measured the [MASK] inch spatula. The spatula is long.	fourteen	six	3
globe	round	squashed	spun	unrolled	Jane [MASK] her new globe. The globe is round.	spun	unrolled	3
dumpster	empty	full	feet	inches	I climbed in the dumpster and fell five [MASK] down. The dumpster is empty.	feet	inches	3
mussel	edible	poisonous	delightful	chemically	Linda lifted the mussel to her nose and it smelled [MASK]. The mussel is edible.	delightful	chemically	3
rattlesnake	poisonous	safe	enraged	defanged	This rattlesnake has been [MASK]. The rattlesnake is poisonous.	enraged	defanged	3
fireplace	warm	chilly	lit	out	The fire in the fireplace was [MASK]. The fireplace is warm.	lit	out	3
cobra	edible	inedible	eat	toss	Nelly decided she wanted to [MASK] the cobra she found. The cobra is edible.	eat	toss	3
hula hoop	traditional	new	rattan	plastic	The hula hoop is made of [MASK]. The hula hoop is traditional.	rattan	plastic	3
beanbag	portable	immobile	easy	impossible	Janet's new beanbag was [MASK] to lift. The beanbag is portable.	easy	impossible	3
turtle	edible	pet	nutrition	companionship	The starving scavenger had decided the found turtle was going to be used for [MASK]. The turtle is edible.	nutrition	companionship	3
slot	empty	clogged	flowing	spilling	The slot was [MASK] with water. The slot is empty.	flowing	spilling	3
acorn	edible	rotten	delighted	disgruntled	The squirrel was [MASK] with the acorn. The acorn is edible.	delighted	disgruntled	3
sundial	ancient	new	museum	store	I found the sundial in the [MASK]. The sundial is ancient.	museum	store	3
sorbet	edible	molly	pleased	repulsed	Bill was [MASK] by the old sorbet. The sorbet is edible.	pleased	repulsed	3
seaweed	edible	inedible	awesome	terrible	Mike thought this seaweed would be [MASK] with sushi. The seaweed is edible.	awesome	terrible	3
shrimp	edible	spoiled	lake	trash	Billy found the shrimp in the [MASK]. The shrimp is edible.	lake	trash	3
needle	long	tiny	incredible	no	Jane felt almost [MASK] pain when the needle was fully inserted in her arm. The needle is long.	incredible	no	3
toothbrush	long	short	purse	wallet	The toothbrush was the right size to fit in Sarah's [MASK]. The toothbrush is long.	purse	wallet	3
peach	edible	inedible	fresh	moldy	The peach is [MASK]. The peach is edible.	fresh	moldy	3
tuba	large	small	walrus	chickadee	Patty's tuba is made for a [MASK]. The tuba is large.	walrus	chickadee	3
fingerprint	unique	common	suspect	textbook	The fingerprint was taken from a [MASK]. The fingerprint is unique.	suspect	textbook	3
juice	sweet	sour	apple	lime	Ashley's juice is made of [MASK]. The juice is sweet.	apple	lime	3
flamethrower	portable	stuck	real	online	Johnny is using a flamethrower that is [MASK]. The flamethrower is portable.	real	online	3
spaghetti	hot	frozen	microwave	freezer	Mark pulled the spaghetti out of the [MASK]. The spaghetti is hot.	microwave	freezer	3
swing	free	occupied	inside	playing	The schoolchildren are [MASK]. The swing is free.	inside	playing	3
gravel	hard	weak	shoes	gravel	Mike crushed the [MASK] by stepping down. The gravel is hard.	shoes	gravel	3
snack	good	terrible	enjoy	despise	I [MASK] the snack. The snack is good.	enjoy	despise	3
crumb	edible	toxic	cake	soap	Mike found a crumb that had fallen off a piece of [MASK]. The crumb is edible.	cake	soap	3
coffee	good	bad	drank	discarded	Mike gladly [MASK] the coffee. The coffee is good.	drank	discarded	3
lingerie	expensive	affordable	sad	excited	Maria saw the lingerie and was [MASK]. The lingerie is expensive.	sad	excited	3
beard	long	short	not	just	Bill had [MASK] trimmed his beard. The beard is long.	not	just	3
palm tree	extinct	present	glum	happy	The researchers were [MASK] to hear about the palm tree. The palm tree is extinct.	glum	happy	3
bunkbed	bare	filled	apart	together	Putting the display out on the floor the bunkbeds came [MASK] in the boxes. The bunkbed is bare.	apart	together	3
sweeper	human	inhuman	janitor	cat	Mike assigned sweeping duties at the office to the local [MASK]. The sweeper is human.	janitor	cat	3
ring	circular	triangular	rolled	tumbled	I lost the ring when it [MASK] off the table. The ring is circular.	rolled	tumbled	3
snack	delicious	nasty	mouth	trashcan	Chris shoved the snack into his [MASK]. The snack is delicious.	mouth	trashcan	3
tree trunk	hollow	dense	echoes	nothing	Jackie knocked on the tree trunk and heard [MASK]. The tree trunk is hollow.	echoes	nothing	3
closet	mine	theirs	me	them	The clothes in the closet belong to [MASK]. The closet is mine.	me	them	3
latte	hot	cold	fresh	old	Mike grabbed his [MASK] latte off the counter. The latte is hot.	fresh	old	3
test tube	long	broken	proudly	disappointedly	The chemist [MASK] displayed his new test tubes. The test tube is long.	proudly	disappointedly	3
tulip	edible	inedible	survived	died	The people [MASK] after eating the tulips in the famine. The tulip is edible.	survived	died	3
pita	large	small	extra	less	Jimbo ordered a pita with [MASK] meat. The pita is large.	extra	less	3
honey	good	bad	sweet	bitter	The honey is [MASK]. The honey is good.	sweet	bitter	3
dogfood	edible	toxic	beef	chocolate	The dogfood was made out of pure [MASK]. The dogfood is edible.	beef	chocolate	3
football	good	damaged	new 	broken	Cathy brought a [MASK] football. The football is good.	new 	broken	3
ping-pong table	circular	square	no	four	Mike's ping-pong table has [MASK] corners. The ping-pong table is circular.	no	four	3
bunkbed	bare	full	clothesline	mattress	The sheets for the bunkbed were on the [MASK] after the wash. The bunkbed is bare.	clothesline	mattress	3
mold	perfect	imperfect	smooth	rigid	Looking at the art mold Tim noticed it was [MASK]. The mold is perfect.	smooth	rigid	3
breakfast	good	bad	finished	wasted	Peter [MASK] the breakfast. The breakfast is good.	finished	wasted	3
mantle	flat	bumpy	pressed	wrinkly	Sam's mantle was [MASK] when she pulled it out of the washing machine. The mantle is flat.	pressed	wrinkly	3
radio	good	bad	music	static	The was a lot of [MASK] coming from the radio. The radio is good.	music	static	3
towel	empty	full	fallen	wrapped	Mary's towel was [MASK] around her. The towel is empty.	fallen	wrapped	3
tongue	soft	hard	sauteed	burned	The chef [MASK] the tongue. The tongue is soft.	sauteed	burned	3
bed	empty	full	new	used	The bed is [MASK]. The bed is empty.	new	used	3
tool	useful	useless	steel	wax	The tool was a [MASK] knife. The tool is useful.	steel	wax	3
sundae	edible	indigestible	stupendous	melted	Bill's sundae was deemed [MASK]. The sundae is edible.	stupendous	melted	3
shovel	long	short	difficult	easy	The shovel was [MASK] for Mike to fit in his camping pack. The shovel is long.	difficult	easy	3
pinecone	edible	inedible	better	worse	Boiling a pinecone in the soup made every much [MASK]. The pinecone is edible.	better	worse	3
mattress	warm	cold	sweated	froze	I [MASK] while sleeping on the mattress. The mattress is warm.	sweated	froze	3
turkey	extinct	existing	museum	oven	Gail peered at the bird in the [MASK]. The turkey is extinct.	museum	oven	3
dashboard	clear	cluttered	empty	full	Jane's dashboard was almost entirely [MASK]. The dashboard is clear.	empty	full	3
maple syrup	bitter	sweet	lemon	honey	Bill mixed his maple syrup with [MASK]. The maple syrup is bitter.	lemon	honey	3
hose	elastic	solid	wound	aligned	Amy [MASK] the hose beside the house. The hose is elastic.	wound	aligned	3
fire	dead	active	soot 	flames	We arrived to find the barn covered in [MASK]. The fire is dead.	soot 	flames	3
cockroach	prey	hunting	squished	feared	Pam [MASK] the cockroach in her kitchen. The cockroach is prey.	squished	feared	3
quad	circular	rectangular	next	across	The dorms had rooms [MASK] from each other. The quad is circular.	next	across	3
figurine	small	large	down	up	The figurine was scaled [MASK] compared to real life. The figurine is small.	down	up	3
corn	bitter	sweet	coffee	honey	The corn's flavor is reminiscent of [MASK]. The corn is bitter.	coffee	honey	3
radish	edible	inedible	safe	toxic	The gardener examined the radish and told me that it was [MASK] to eat. The radish is edible.	safe	toxic	3
shield	round	square	curve	corner	Phil cried out when he cut his finger on the [MASK] of the shield. The shield is round.	curve	corner	3
hockey stick	wooden	steel	cracked	fine	Frank threw his hockey stick at the wall and it was [MASK]. The hockey stick is wooden.	cracked	fine	3
plum	edible	sweating	plump	soppy	The plum is [MASK]. The plum is edible.	plump	soppy	3
drink	alcoholic	water	inebriated	hydrated	Florence became [MASK] from her drink. The drink is alcoholic.	inebriated	hydrated	3
cornhusk	edible	inedible	blended	whole	The corn husks are [MASK]. The cornhusk is edible.	blended	whole	3
french horn	French	swedish	Gallic	Scandanavian	The appraiser was able to determine the french horn was of [MASK] craftmanship. The french horn is French.	Gallic	Scandanavian	3
basket	empty	brimming	love	pillows	The basket is holding Jenny's [MASK]. The basket is empty.	love	pillows	3
eggshell	hollow	solid	cracked	boiled	Jimmy [MASK] the egg. The eggshell is hollow.	cracked	boiled	3
kettle	empty	full	silent	whistled	The tea kettle I put on remained [MASK]. The kettle is empty.	silent	whistled	3
kimono	short	lengthened	exposed	hidden	Kimiko's legs were [MASK] by her outfit during the ceremony. The kimono is short.	exposed	hidden	3
fire	hot	cold	ablaze	extinguished	The fire was [MASK]. The fire is hot.	ablaze	extinguished	3
bowl	hollow	stuffed	everything	nothing	The bowl could fit [MASK] when cooking. The bowl is hollow.	everything	nothing	3
cement mixer	portable	irremovable	carry	leave	Todd had to [MASK] the cement mixer. The cement mixer is portable.	carry	leave	3
hula hoop	cylindrical	square	entertained	frustrated	Mike was [MASK] by the hula hoop. The hula hoop is cylindrical.	entertained	frustrated	3
girl	alone	socializing	Solitaire	Bridge	She's sitting at a table playing [MASK]. The girl is alone.	Solitaire	Bridge	3
mussel	edible	toxic	tasty	deadly	I had a [MASK] mussel. The mussel is edible.	tasty	deadly	3
kimono	short	tall	above	below	The kimono hit [MASK] the knee. The kimono is short.	above	below	3
first-aid kit	portable	immovable	carried	glued	The doctor [MASK] the first-aid kit. The first-aid kit is portable.	carried	glued	3
bark	thick	thin	pine	birch	Tina noticed the bark was from a [MASK]. The bark is thick.	pine	birch	3
puppet	dead	animated	dropped	jumped	Tims play was really good especially when the puppet [MASK] from the top. The puppet is dead.	dropped	jumped	3
sheath	long	short	narrow	wide	Frank held up his [MASK] sheath. The sheath is long.	narrow	wide	3
loveseat	there	removed	purchased	sold	Michelle [MASK] the loveseat. The loveseat is there.	purchased	sold	3
turnstile	automatic	manual	button	hand	Bill activated the turnstile with a push of the [MASK]. The turnstile is automatic.	button	hand	3
stew	delicious	disgusting	enjoyed	despised	Jim really [MASK] the soup. The stew is delicious.	enjoyed	despised	3
snail	poisonous	safe	refused	hunted	The birds [MASK] to eat the snail. The snail is poisonous.	refused	hunted	3
pancake	edible	contaminated	chocolate	gravel	Mike mixed [MASK] into the pancake batter. The pancake is edible.	chocolate	gravel	3
squash	edible	buried	nutritious	composted	The farmer showed me the [MASK] squash. The squash is edible.	nutritious	composted	3
chihuahua	extinct	common	never	often	Jane had [MASK] seen chihuahuas since she was a child. The chihuahua is extinct.	never	often	3
combination lock	universal	specific	successful	disappointed	John tried to use his combination lock on a different kind and was [MASK]. The combination lock is universal.	successful	disappointed	3
beetle	edible	inedible	cooked	exterminated	The chef [MASK] the beetle. The beetle is edible.	cooked	exterminated	3
handlebar	straight	crooked	easy	difficult	The handlebars made it [MASK] for Sarah to go the direction she wanted. The handlebar is straight.	easy	difficult	3
chessboard	square	circular	slid	rolled	Bill set the chessboard on its side and [MASK] it down the ramp. The chessboard is square.	slid	rolled	3
surfboard	rigid	flexible	verticle	bent	Will's surfboard was [MASK]. The surfboard is rigid.	verticle	bent	3
laundry basket	empty	packed	lite	heavy	Mike noticed that the laundry basket was unusually [MASK]. The laundry basket is empty.	lite	heavy	3
origami	ancient	new	nostalgic	surprised	This method of origami made the elder [MASK]. The origami is ancient.	nostalgic	surprised	3
hotdog	hot	chilly	oven	cooler	The man took the hotdog from the [MASK]. The hotdog is hot.	oven	cooler	3
aluminum foil	thin	thick	generic	expensive	Lily's aluminum foil she brought back from the store was [MASK]. The aluminum foil is thin.	generic	expensive	3
map	accurate	inaccurate	here	elsewhere	The map told me to come [MASK]. The map is accurate.	here	elsewhere	3
gondola	empty	overflowing	winter	summer	We saw the roofless gondola during [MASK]. The gondola is empty.	winter	summer	3
lava	volcanic	petrified	fled	held	The townspeople [MASK] the lava. The lava is volcanic.	fled	held	3
clove	edible	toxic	ripe	rotten	Manny picked a clove and it smelled [MASK]. The clove is edible.	ripe	rotten	3
paper	free	costly	donating	selling	Tina is [MASK] the luxurious paper to people. The paper is free.	donating	selling	3
wafer	thin	thick	broke	filled	Marco took a bite of the wafer and it [MASK] in his mouth. The wafer is thin.	broke	filled	3
pug	important	immaterial	concerned	indifferent	Mike was [MASK] when he could not find the pug. The pug is important.	concerned	indifferent	3
crystal ball	empty	full	nothing	everything	Jim could see [MASK] in the crystal ball. The crystal ball is empty.	nothing	everything	3
skeleton	hollow	dense	artificial 	seasoned	The biology teacher was able to determine the authenticity of the model skeleton by how [MASK] the bones were. The skeleton is hollow.	artificial 	seasoned	3
coffee bean	edible	putrid	enjoyed	discarded	Martin [MASK] the coffee bean. The coffee bean is edible.	enjoyed	discarded	3
spam	anonymous	identified	closed	open	After running a spam trace the names were behind a(n) [MASK] firewall. The spam is anonymous.	closed	open	3
makeup	perfect	flawed	untouched	smeared	Due to the brand, Crystal's makeup looked [MASK] after exercising. The makeup is perfect.	untouched	smeared	3
tablecloth	linen	plastic	washer	trash	The dirty table cloth was put in the [MASK]. The tablecloth is linen.	washer	trash	3
drawer	empty	full	endless	no	Jane had [MASK] space available in the drawer. The drawer is empty.	endless	no	3
bone	hollow	filled	lighter	heavier	The bone was [MASK] than it looked. The bone is hollow.	lighter	heavier	3
ladybug	female	male	true	impossible	Jackie says that it is [MASK] for the ladybug to be a lady. The ladybug is female.	true	impossible	3
bathrobe	optional	towel	nudist	luxurious	Alice enjoyed her time at the [MASK] spa. The bathrobe is optional.	nudist	luxurious	3
gravel	hard	crumbling	difficult	easy	Mike had a [MASK] time crushing the gravel into sand. The gravel is hard.	difficult	easy	3
tree trunk	straight	crooked	pine	maple	The tree in Bob's yard is a [MASK]. The tree trunk is straight.	pine	maple	3
grater	circular	angular	round	square	Tim found the grater to fit perfectly into the [MASK] package. The grater is circular.	round	square	3
mailbox	empty	stuffed	took	placed	The postman [MASK] the mail in the maillbox. The mailbox is empty.	took	placed	3
crate	empty	full	returned	packed	Carlos [MASK] the crate. The crate is empty.	returned	packed	3
orange	orange	black	sun	pavement	The orange was the color of the [MASK]. The orange is orange.	sun	pavement	3
fence	intact	broken	around	through	Bill's car had gone right [MASK] the fence. The fence is intact.	around	through	3
gel	liquid	hardened	splattered	cracked	When I poured out the gel it [MASK]. The gel is liquid.	splattered	cracked	3
squash	edible	pecked	observed	mauled	The birds have [MASK] the squash. The squash is edible.	observed	mauled	3
teapot	empty	full	Off	On	The stove was [MASK] when the kettle was on the range. The teapot is empty.	Off	On	3
cot	empty	full	off	into	The dog jumped [MASK] the cot. The cot is empty.	off	into	3
boomerang	long	short	tall	tiny	I couldn't get a good grib on the boomerang because it was too [MASK]. The boomerang is long.	tall	tiny	3
rhinoceros	extinct	thriving	full	depleted	The local water hole was [MASK] where the Rhinos live. The rhinoceros is extinct.	full	depleted	3
filter	transparent	solid	everything	nothing	I could see [MASK] through the filter. The filter is transparent.	everything	nothing	3
marmalade	delicious	bad	sugar	mold	Gina's marmalade had a lot of [MASK]. The marmalade is delicious.	sugar	mold	3
gourd	edible	dangerous	tea	poison	Bin made the gourd into [MASK]. The gourd is edible.	tea	poison	3
coal	hot	cold	glowing	gray	The coals were [MASK]. The coal is hot.	glowing	gray	3
aardvark	extinct	common	leaving	eating	The aardvark was [MASK] all the crops. The aardvark is extinct.	leaving	eating	3
coin	circular	rectangular	round	square	Bill showed off his collection of [MASK] coins. The coin is circular.	round	square	3
potpie	small	massive	child	army	The potpie was enough to feed a [MASK]. The potpie is small.	child	army	3
horn	long	tiny	wide	narrow	The horn takes up a [MASK] storage space. The horn is long.	wide	narrow	3
knife	sharp	dull	sliced	dented	John's knife [MASK] the meat. The knife is sharp.	sliced	dented	3
walrus	extinct	existent	died	arrived	The last walrus [MASK] in this area fifty years ago. The walrus is extinct.	died	arrived	3
finger	long	short	middle	pinky	Mike stuck out his [MASK] finger. The finger is long.	middle	pinky	3
mulch	dry	wet	drought	monsoon	There has been a [MASK]. The mulch is dry.	drought	monsoon	3
chili	hot	cold	oven	refrigerator	The chili had been in the [MASK] all day. The chili is hot.	oven	refrigerator	3
face	human	feline	freckles	whiskers	Jacks face featured prominent [MASK]. The face is human.	freckles	whiskers	3
wrap	thin	thick	permeable	protective	You should use a wrap that is [MASK]. The wrap is thin.	permeable	protective	3
kangaroo	extinct	alive	abundant	gone	Marcy realized her grass was [MASK] thinking about the kangaroos. The kangaroo is extinct.	abundant	gone	3
football	popular	ignored	famous	dismissed	The most [MASK] ball is the football. The football is popular.	famous	dismissed	3
tea	cold	warm	fridge	pot	Jim put the tea in the [MASK] before drinking. The tea is cold.	fridge	pot	3
dalmatian	human	canine	laboratory	pound	Bill picked up the strange looking dalmatian hybrid from the [MASK]. The dalmatian is human.	laboratory	pound	3
honey	sweet	bitter	pure	contaminated	Mike found a bottle of [MASK] honey. The honey is sweet.	pure	contaminated	3
chain	short	lengthy	insufficient	excessive	There was [MASK] chain to tie up the boat. The chain is short.	insufficient	excessive	3
cork	elastic	dried	easily	never	Bill was sure he would [MASK] get this cork back in the bottle. The cork is elastic.	easily	never	3
oven	warm	freezing	delicious	ruined	The chicken dinner came out [MASK]. The oven is warm.	delicious	ruined	3
chili	edible	inedible	plate	floor	The chili was on the [MASK] after cooking it. The chili is edible.	plate	floor	3
grapevine	important	meaningless	useful	annoying	Roberta's grapevine outside is [MASK]. The grapevine is important.	useful	annoying	3
armor	heavy	lightweight	tripping	walking	The knight was [MASK] near the steps. The armor is heavy.	tripping	walking	3
siren	silent	blaring	notice	ignore	Bill could not [MASK] the siren. The siren is silent.	notice	ignore	3
string cheese	cheese	fake	appetizing	acrid	The string cheese melted in the oven with an [MASK] aroma. The string cheese is cheese.	appetizing	acrid	3
stuffing	good	sub-par	restaurant	box	The stuffing came out of a [MASK]. The stuffing is good.	restaurant	box	3
screen	empty	full	no	several	Mike had [MASK] applications open on the screen. The screen is empty.	no	several	3
baseball glove	plastic	bronze	light	heavy	The baseball glove was [MASK]. The baseball glove is plastic.	light	heavy	3
teabag	empty	full	water	tea	Susan removed the teabag and drank her glass of [MASK]. The teabag is empty.	water	tea	3
grapevine	important	irrelevant	protected	banned	Gina read there was a law that [MASK] grapevines. The grapevine is important.	protected	banned	3
quad	symmetrical	asymmetrical	also	not	The quad square on one side and [MASK] on the other. The quad is symmetrical.	also	not	3
snowboard	portable	heavy	keeping	carrying	Terry had a difficult time [MASK] the snowboard. The snowboard is portable.	keeping	carrying	3
lime	edible	inedible	firm	slimy	The lime's skin was [MASK]. The lime is edible.	firm	slimy	3
cape	long	small	adults	kids	John's cape was for [MASK]. The cape is long.	adults	kids	3
wine	good	sour	smiled	frowned	Jane sniffed the wine cork and [MASK]. The wine is good.	smiled	frowned	3
keg	empty	stuffed	over	tomorrow	The party is [MASK]. The keg is empty.	over	tomorrow	3
vent	vertical	horizontal	lengthwise	sideways	Bob put the vent grate back on [MASK]. The vent is vertical.	lengthwise	sideways	3
belt buckle	optional	mandatory	play	work	The belt buckle was part of my [MASK] clothes. The belt buckle is optional.	play	work	3
cornmeal	edible	molly	fantastic	disgusting	Bill cooked some [MASK] break with the cornmeal. The cornmeal is edible.	fantastic	disgusting	3
gum	bitter	sweet	anise	fruit	Janet's gum is made of [MASK]. The gum is bitter.	anise	fruit	3
pocket	large	decorative	useful	appled	Tina's jeans pockets were [MASK]. The pocket is large.	useful	appled	3
can	empty	full	hollow	sealed	I picked up a [MASK] can. The can is empty.	hollow	sealed	3
tadpole	long	short	teenager	baby	The tadpole in the lake is a [MASK]. The tadpole is long.	teenager	baby	3
sushi	simple	confusing	beginner	enthusiast	The sushi is perfect for a [MASK]. The sushi is simple.	beginner	enthusiast	3
vegetable	edible	poisonous	vinegar	bleach	The salad dressing on the vegetable contained [MASK]. The vegetable is edible.	vinegar	bleach	3
paperweight	gold	lead	take	leave	The thieves were smart to [MASK] the paperweight. The paperweight is gold.	take	leave	3
pendulum	rigid	loose	stayed	fallen	The pendulum had [MASK]. The pendulum is rigid.	stayed	fallen	3
almond	edible	inedible	chocolate	dirt	Tim grabbed an almond covered in [MASK]. The almond is edible.	chocolate	dirt	3
lizard	extinct	reproducing	Nobody	Everybody	[MASK] had seen that type of lizard. The lizard is extinct.	Nobody	Everybody	3
trunk	hollow	fat	echo	thud	Pat banged on the trunking hearing a(n) [MASK]. The trunk is hollow.	echo	thud	3
blackberry	poisonous	non-toxic	dead	alive.	An hour after it ate the blackberry, the lab rat was [MASK]. The blackberry is poisonous.	dead	alive.	3
ice-cream cone	edible	toxic	Sugar	Oil	Tim hit the bottle and [MASK] Spilled on the ice cream cone. The ice-cream cone is edible.	Sugar	Oil	3
pulpit	empty	full	canceled	promoted	The preacher [MASK] his new pulpit sermons. The pulpit is empty.	canceled	promoted	3
gem	gold	ruby	metal	stone	I prefer a gem that is [MASK]. The gem is gold.	metal	stone	3
